Filename,var1,var2,Label,seg_Start,seg_End,t,t_ms,f0,F1,F2,F3,B1,B2,B3,H1u,H2u,H4u,H2Ku,H5Ku,A1u,A2u,A3u,H1H2u,H2H4u,H1A1u,H1A2u,H1A3u,H2KH5Ku,H1c,H2c,H4c,A1c,A2c,A3c,H1H2c,H2H4c,H1A1c,H1A2c,H1A3c,CPP,HNR05,HNR15,HNR25,HNR35
baca-read,baca,read,v,0.099119,0.200695,1,0.099119,126.646,388.663,1440.441,2354.356,39.955,45.355,80.442,40.494,42.005,31.864,16.635,4.611,36.569,24.947,7.884,-1.510,10.140,3.926,15.547,32.611,12.024,39.457,36.990,27.651,16.098,16.519,12.137,2.467,9.339,23.359,22.938,27.320,10.035,8.187,18.034,17.882,17.849
baca-read,baca,read,v,0.099119,0.200695,2,0.100119,126.571,394.433,1435.608,2324.938,39.435,45.265,78.665,41.086,42.594,33.972,16.523,5.903,37.389,25.272,7.288,-1.508,8.622,3.697,15.813,33.798,10.620,40.078,37.760,29.100,16.652,16.521,10.761,2.318,8.660,23.426,23.558,29.318,9.735,8.825,14.819,14.674,14.645
baca-read,baca,read,v,0.099119,0.200695,3,0.101119,126.497,399.236,1418.857,2332.760,39.030,44.986,79.112,41.614,43.052,35.851,13.392,6.861,38.268,25.612,7.653,-1.439,7.201,3.346,16.002,33.961,6.531,40.630,38.358,30.390,17.302,16.471,11.397,2.272,7.967,23.328,24.158,29.232,11.753,9.439,11.681,11.543,11.519
baca-read,baca,read,v,0.099119,0.200695,4,0.102119,126.422,403.931,1400.770,2344.760,38.658,44.698,79.812,42.072,43.426,37.571,13.056,5.704,39.472,26.011,8.685,-1.354,5.855,2.600,16.061,33.388,7.352,41.109,38.859,31.514,18.284,16.475,12.816,2.250,7.345,22.826,24.634,28.294,11.635,9.973,9.240,9.109,9.088
baca-read,baca,read,v,0.099119,0.200695,5,0.103119,126.347,408.626,1382.683,2356.760,38.312,44.423,80.518,42.459,43.745,39.132,12.749,5.343,40.404,26.479,9.603,-1.286,4.613,2.055,15.980,32.856,7.406,41.516,39.299,32.460,18.997,16.548,14.115,2.217,6.839,22.519,24.968,27.401,10.394,10.373,8.116,7.989,7.971
baca-read,baca,read,v,0.099119,0.200695,6,0.104119,126.273,413.321,1364.595,2368.759,37.990,44.161,81.230,42.820,44.039,40.459,10.480,1.849,41.102,27.003,10.392,-1.218,3.580,1.718,15.817,32.429,8.631,41.897,39.708,33.152,19.480,16.678,15.282,2.189,6.557,22.417,25.219,26.615,14.263,10.636,8.262,8.138,8.122
baca-read,baca,read,v,0.099119,0.200695,7,0.105119,126.198,418.016,1346.508,2380.759,37.693,43.911,81.949,43.230,44.346,41.586,17.037,3.335,41.685,27.505,10.897,-1.115,2.760,1.546,15.725,32.334,13.702,42.326,40.124,33.621,19.852,16.786,16.163,2.202,6.503,22.474,25.539,26.163,13.952,10.857,8.471,8.352,8.336
baca-read,baca,read,v,0.099119,0.200695,8,0.106119,126.123,422.711,1328.421,2392.759,37.420,43.673,82.673,43.615,44.689,42.573,7.816,-1.678,42.573,27.897,10.940,-1.075,2.117,1.042,15.718,32.674,9.494,42.728,40.571,33.925,20.532,16.784,16.579,2.157,6.646,22.196,25.944,26.149,13.631,11.047,8.692,8.577,8.562
baca-read,baca,read,v,0.099119,0.200695,9,0.107119,126.049,427.991,1328.567,2397.705,37.143,43.665,82.963,43.926,45.047,43.450,7.617,-1.730,43.450,28.104,10.841,-1.121,1.598,0.477,15.822,33.085,9.347,43.061,41.049,34.051,21.212,16.752,16.348,2.013,6.997,21.849,26.310,26.713,14.435,11.214,8.924,8.813,8.799
baca-read,baca,read,v,0.099119,0.200695,10,0.108119,125.974,433.588,1338.569,2398.838,36.884,43.781,83.016,44.180,45.355,44.252,11.591,-0.299,44.252,28.083,12.269,-1.175,1.103,-0.072,16.096,31.910,11.890,43.337,41.481,34.040,21.829,16.576,17.375,1.856,7.441,21.508,26.761,25.962,15.245,11.366,9.167,9.060,9.046
baca-read,baca,read,v,0.099119,0.200695,11,0.109119,125.899,439.185,1348.571,2399.971,36.658,43.900,83.068,44.365,45.582,45.003,9.892,0.284,45.003,29.307,13.682,-1.217,0.579,-0.638,15.058,30.682,9.608,43.544,41.827,33.929,22.404,17.649,18.389,1.717,7.898,21.141,25.896,25.155,16.211,11.512,9.421,9.318,9.304
baca-read,baca,read,v,0.099119,0.200695,12,0.110119,125.825,444.782,1358.574,2401.104,36.466,44.022,83.121,44.494,45.779,45.742,11.021,0.268,45.742,30.202,14.879,-1.285,0.036,-1.249,14.291,29.615,10.753,43.695,42.137,33.751,22.976,18.396,19.190,1.558,8.386,20.719,25.299,24.505,16.959,11.658,9.686,9.585,9.570
baca-read,baca,read,v,0.099119,0.200695,13,0.111119,125.765,450.379,1368.576,2402.237,36.308,44.151,83.178,44.570,45.966,46.458,11.851,0.251,46.458,30.816,15.859,-1.396,-0.491,-1.887,13.754,28.711,11.600,43.792,42.432,33.492,23.534,18.865,19.779,1.360,8.940,20.258,24.927,24.013,16.521,11.814,9.961,9.860,9.845
baca-read,baca,read,v,0.099119,0.200695,14,0.112119,125.745,455.976,1378.578,2403.370,36.186,44.288,83.244,44.626,46.152,47.101,12.351,3.106,47.101,31.198,16.654,-1.526,-0.949,-2.474,13.428,27.972,9.245,43.867,42.717,33.114,24.029,19.106,20.185,1.150,9.604,19.838,24.761,23.682,16.771,11.986,10.246,10.144,10.129
baca-read,baca,read,v,0.099119,0.200695,15,0.113119,125.726,460.338,1386.437,2403.207,36.113,44.397,83.229,44.743,46.359,47.697,13.117,5.116,47.697,31.553,17.426,-1.615,-1.338,-2.954,13.191,27.317,8.002,43.998,42.998,32.855,24.516,19.353,20.635,1.000,10.143,19.483,24.645,23.363,17.032,12.182,10.541,10.436,10.419
baca-read,baca,read,v,0.099119,0.200695,16,0.114119,125.706,462.840,1391.068,2401.092,36.079,44.462,83.092,44.839,46.609,48.267,14.221,7.588,48.267,31.975,18.280,-1.770,-1.658,-3.427,12.865,26.560,6.632,44.102,43.291,32.905,25.025,19.715,21.262,0.812,10.386,19.077,24.387,22.841,18.239,12.399,10.846,10.737,10.720
baca-read,baca,read,v,0.099119,0.200695,17,0.115119,125.687,465.343,1395.699,2398.977,36.051,44.528,82.955,44.890,46.867,48.808,15.522,8.030,48.808,32.192,19.222,-1.977,-1.941,-3.918,12.698,25.668,7.492,44.161,43.590,32.906,25.508,19.873,21.977,0.571,10.684,18.653,24.288,22.184,19.538,12.613,11.166,11.054,11.037
baca-read,baca,read,v,0.099119,0.200695,18,0.116119,125.667,467.846,1400.329,2396.862,36.029,44.594,82.819,44.939,47.059,49.323,16.974,12.498,49.323,32.251,20.206,-2.120,-2.264,-4.384,12.688,24.733,4.475,44.218,43.822,32.860,25.966,19.874,22.735,0.395,10.962,18.251,24.344,21.482,21.109,12.829,11.498,11.384,11.367
baca-read,baca,read,v,0.099119,0.200695,19,0.117119,125.647,470.349,1404.960,2394.747,36.014,44.661,82.683,44.965,47.171,49.815,18.343,11.691,49.815,32.201,21.164,-2.206,-2.644,-4.850,12.764,23.801,6.653,44.252,43.975,32.771,26.404,19.765,23.467,0.277,11.204,17.848,24.487,20.784,22.193,13.050,11.841,11.724,11.707
baca-read,baca,read,v,0.099119,0.200695,20,0.118119,125.628,472.851,1409.591,2392.632,36.004,44.729,82.547,44.973,47.271,50.304,19.314,12.288,50.304,32.093,22.021,-2.298,-3.032,-5.331,12.880,22.951,7.026,44.267,44.114,32.656,26.839,19.600,24.099,0.153,11.458,17.429,24.668,20.168,21.865,13.281,12.194,12.073,12.055
baca-read,baca,read,v,0.099119,0.200695,21,0.119119,125.608,475.164,1414.627,2391.261,36.000,44.804,82.457,44.971,47.375,50.770,19.938,13.122,50.770,31.943,22.739,-2.404,-3.395,-5.799,13.027,22.232,6.817,44.272,44.253,32.546,27.259,19.405,24.606,0.019,11.708,17.014,24.867,19.667,21.856,13.527,12.555,12.426,12.407
baca-read,baca,read,v,0.099119,0.200695,22,0.120119,125.588,476.392,1421.977,2394.137,35.998,44.917,82.631,44.975,47.476,51.186,20.473,13.831,51.186,31.735,23.297,-2.501,-3.710,-6.211,13.240,21.678,6.641,44.280,44.376,32.647,27.657,19.219,25.035,-0.095,11.729,16.623,25.061,19.245,17.647,13.791,12.922,12.782,12.761
baca-read,baca,read,v,0.099119,0.200695,23,0.121119,125.569,477.621,1429.326,2397.012,35.999,45.032,82.805,45.068,47.600,51.580,21.045,14.332,51.580,32.415,23.713,-2.533,-3.980,-6.513,12.653,21.354,6.713,44.378,44.520,32.722,28.034,19.922,25.323,-0.143,11.798,16.343,24.455,19.054,20.342,14.078,13.296,13.137,13.114
baca-read,baca,read,v,0.099119,0.200695,24,0.122119,125.549,478.849,1436.675,2399.888,36.000,45.149,82.979,45.141,47.761,51.965,21.975,14.842,51.965,33.183,24.008,-2.620,-4.204,-6.824,11.958,21.134,7.132,44.455,44.702,32.783,28.403,20.714,25.490,-0.247,11.919,16.053,23.742,18.966,17.258,14.392,13.673,13.490,13.463
baca-read,baca,read,v,0.099119,0.200695,25,0.123119,125.530,480.078,1444.025,2402.763,36.003,45.268,83.154,45.184,47.910,52.334,22.068,15.145,52.334,33.885,24.511,-2.726,-4.424,-7.150,11.298,20.672,6.924,44.502,44.871,32.824,28.755,21.440,25.866,-0.369,12.048,15.747,23.062,18.636,18.430,14.737,14.053,13.838,13.804
baca-read,baca,read,v,0.099119,0.200695,26,0.124119,125.510,481.306,1451.374,2405.639,36.008,45.390,83.329,45.243,47.985,52.683,22.562,15.138,52.683,34.524,25.186,-2.742,-4.697,-7.439,10.719,20.057,7.424,44.566,44.967,32.840,29.088,22.102,26.413,-0.401,12.127,15.478,22.464,18.153,18.212,15.133,14.447,14.190,14.149
baca-read,baca,read,v,0.099119,0.200695,27,0.125119,125.490,482.535,1458.723,2408.514,36.013,45.513,83.504,45.276,48.003,53.009,23.220,15.894,53.009,35.106,25.811,-2.727,-5.006,-7.733,10.170,19.465,7.327,44.602,45.005,32.832,29.399,22.708,26.911,-0.402,12.173,15.204,21.895,17.692,20.337,15.602,14.877,14.568,14.518
baca-read,baca,read,v,0.099119,0.200695,28,0.126119,125.498,483.288,1463.346,2413.582,36.020,45.595,83.824,45.302,48.035,53.322,24.061,14.767,53.322,35.649,26.370,-2.733,-5.288,-8.021,9.653,18.932,9.294,44.630,45.048,32.959,29.704,23.267,27.457,-0.417,12.089,14.927,21.364,17.174,22.096,16.126,15.333,14.962,14.902
baca-read,baca,read,v,0.099119,0.200695,29,0.127119,125.578,483.989,1467.662,2418.895,36.034,45.681,84.178,45.324,48.078,53.606,24.856,14.182,53.606,36.144,26.896,-2.754,-5.527,-8.281,9.180,18.429,10.674,44.654,45.098,33.142,29.981,23.779,27.984,-0.443,11.956,14.674,20.875,16.671,22.932,16.684,15.801,15.362,15.290
baca-read,baca,read,v,0.099119,0.200695,30,0.128119,125.659,484.690,1471.978,2424.209,36.048,45.769,84.534,45.343,48.119,53.841,23.686,13.372,53.841,36.579,27.344,-2.776,-5.722,-8.498,8.764,17.999,10.314,44.674,45.144,33.276,30.210,24.231,28.433,-0.470,11.868,14.465,20.443,16.241,23.432,17.255,16.269,15.758,15.674
baca-read,baca,read,v,0.099119,0.200695,31,0.129119,125.739,485.390,1476.295,2429.522,36.063,45.857,84.891,45.434,48.197,54.055,23.796,12.453,54.055,36.955,27.527,-2.763,-5.858,-8.621,8.479,17.908,11.343,44.767,45.229,33.390,30.418,24.625,28.618,-0.462,11.839,14.349,20.142,16.149,22.654,17.819,16.725,16.139,16.041
baca-read,baca,read,v,0.099119,0.200695,32,0.130119,125.820,486.091,1480.611,2434.836,36.078,45.946,85.249,45.475,48.312,54.259,22.681,11.701,54.259,37.264,27.715,-2.837,-5.948,-8.785,8.211,17.759,10.980,44.808,45.349,33.494,30.616,24.951,28.808,-0.541,11.855,14.192,19.858,16.000,22.367,18.355,17.156,16.495,16.384
baca-read,baca,read,v,0.099119,0.200695,33,0.131119,125.900,486.792,1484.927,2440.149,36.093,46.036,85.609,45.484,48.395,54.451,21.547,11.541,54.451,37.479,27.899,-2.911,-6.056,-8.967,8.005,17.585,10.006,44.819,45.439,33.585,30.802,25.184,28.993,-0.620,11.853,14.017,19.636,15.826,21.413,18.843,17.549,16.816,16.690
baca-read,baca,read,v,0.099119,0.200695,34,0.132119,125.980,487.477,1488.607,2443.196,36.109,46.115,85.824,45.506,48.407,54.627,20.794,12.243,54.627,37.586,28.010,-2.901,-6.220,-9.121,7.919,17.495,8.551,44.842,45.456,33.665,30.972,25.302,29.074,-0.615,11.792,13.870,19.539,15.768,18.635,19.262,17.893,17.090,16.951
baca-read,baca,read,v,0.099119,0.200695,35,0.133119,126.061,488.154,1491.942,2445.018,36.125,46.188,85.962,45.485,48.388,54.787,23.177,16.814,54.787,37.685,28.043,-2.904,-6.399,-9.303,7.800,17.442,6.363,44.822,45.444,33.731,31.125,25.409,29.057,-0.622,11.713,13.696,19.413,15.765,19.764,19.591,18.173,17.309,17.155
baca-read,baca,read,v,0.099119,0.200695,36,0.134119,126.141,488.831,1495.277,2446.840,36.142,46.262,86.099,45.479,48.401,54.941,23.617,18.433,54.941,37.965,27.991,-2.921,-6.540,-9.462,7.515,17.488,5.183,44.818,45.461,33.790,31.273,25.698,28.957,-0.643,11.671,13.545,19.120,15.860,20.916,19.817,18.381,17.460,17.292
baca-read,baca,read,v,0.099119,0.200695,37,0.135119,126.221,489.507,1498.612,2448.661,36.159,46.336,86.236,45.481,48.420,55.072,23.872,19.742,55.072,38.152,27.871,-2.939,-6.651,-9.590,7.329,17.611,4.130,44.821,45.487,33.827,31.397,25.894,28.788,-0.665,11.660,13.424,18.927,16.033,21.951,19.958,18.520,17.543,17.359
baca-read,baca,read,v,0.099119,0.200695,38,0.136119,126.302,490.184,1501.947,2450.483,36.176,46.410,86.374,45.493,48.440,55.166,23.633,20.021,55.166,38.239,28.318,-2.947,-6.725,-9.672,7.255,17.175,3.612,44.834,45.512,33.827,31.485,25.989,29.187,-0.678,11.685,13.349,18.845,15.647,22.276,20.029,18.604,17.572,17.371
baca-read,baca,read,v,0.099119,0.200695,39,0.137119,126.382,490.861,1505.282,2452.305,36.194,46.485,86.512,45.586,48.517,55.247,24.007,20.239,55.247,38.232,28.703,-2.931,-6.731,-9.661,7.354,16.883,3.768,44.928,45.594,33.816,31.560,25.992,29.524,-0.666,11.778,13.367,18.936,15.404,23.239,20.045,18.645,17.559,17.340
baca-read,baca,read,v,0.099119,0.200695,40,0.138119,126.462,491.443,1509.123,2453.952,36.211,46.571,86.638,45.607,48.624,55.320,24.216,19.864,55.320,38.160,28.953,-3.017,-6.697,-9.714,7.447,16.654,4.351,44.949,45.705,33.822,31.630,25.937,29.716,-0.756,11.883,13.320,19.012,15.233,23.159,20.021,18.655,17.517,17.281
baca-read,baca,read,v,0.099119,0.200695,41,0.139119,126.543,491.880,1513.726,2455.336,36.225,46.672,86.748,45.596,48.676,55.379,24.312,19.752,55.379,38.044,29.114,-3.080,-6.703,-9.783,7.551,16.482,4.560,44.939,45.760,33.852,31.689,25.853,29.805,-0.821,11.908,13.251,19.086,15.134,23.369,19.974,18.646,17.460,17.207
baca-read,baca,read,v,0.099119,0.200695,42,0.140119,126.623,492.318,1518.329,2456.720,36.240,46.774,86.858,45.590,48.651,55.422,24.675,19.929,55.422,37.892,29.201,-3.061,-6.771,-9.832,7.698,16.389,4.746,44.934,45.738,33.867,31.732,25.731,29.821,-0.804,11.872,13.202,19.203,15.113,23.537,19.917,18.632,17.401,17.131
baca-read,baca,read,v,0.099119,0.200695,43,0.141119,126.714,492.756,1522.932,2458.104,36.257,46.879,86.971,45.531,48.611,55.453,25.219,20.106,55.453,37.699,29.219,-3.080,-6.842,-9.922,7.831,16.312,5.114,44.875,45.700,33.878,31.763,25.570,29.767,-0.825,11.821,13.112,19.305,15.108,20.797,19.868,18.625,17.352,17.067
baca-read,baca,read,v,0.099119,0.200695,44,0.142119,126.831,493.194,1527.534,2459.488,36.276,46.988,87.090,45.506,48.607,55.483,26.086,20.492,55.483,37.468,29.161,-3.101,-6.876,-9.977,8.038,16.345,5.594,44.851,45.697,33.916,31.795,25.370,29.639,-0.847,11.781,13.056,19.480,15.212,19.670,19.840,18.637,17.327,17.029
baca-read,baca,read,v,0.099119,0.200695,45,0.143119,126.949,493.632,1532.137,2460.872,36.295,47.098,87.210,45.501,48.605,55.504,26.489,20.733,55.504,37.196,29.032,-3.104,-6.899,-10.003,8.305,16.468,5.757,44.846,45.695,33.944,31.816,25.131,29.440,-0.850,11.751,13.030,19.715,15.406,22.096,19.850,18.680,17.338,17.030
baca-read,baca,read,v,0.099119,0.200695,46,0.144119,127.067,494.054,1537.148,2462.321,36.315,47.218,87.334,45.537,48.612,55.506,37.458,21.254,55.506,36.890,28.917,-3.074,-6.895,-9.969,8.647,16.620,16.204,44.882,45.703,33.959,31.821,24.862,29.248,-0.821,11.744,13.061,20.020,15.634,23.006,19.906,18.763,17.395,17.078
baca-read,baca,read,v,0.099119,0.200695,47,0.145119,127.184,494.386,1544.485,2464.142,36.332,47.388,87.482,45.657,48.685,55.508,25.557,20.598,55.508,36.597,29.235,-3.028,-6.823,-9.851,9.060,16.422,4.959,45.002,45.776,33.998,31.829,24.632,29.457,-0.774,11.778,13.173,20.370,15.545,23.067,19.994,18.876,17.487,17.163
baca-read,baca,read,v,0.099119,0.200695,48,0.146119,127.302,494.718,1551.822,2465.962,36.350,47.560,87.631,45.688,48.781,55.501,25.897,20.506,55.501,36.319,29.460,-3.093,-6.720,-9.813,9.369,16.228,5.391,45.033,45.873,34.029,31.828,24.418,29.574,-0.839,11.843,13.205,20.615,15.460,22.264,20.103,19.009,17.604,17.274
baca-read,baca,read,v,0.099119,0.200695,49,0.147119,127.420,495.050,1559.159,2467.783,36.369,47.735,87.780,45.678,48.809,55.477,36.995,20.908,55.477,36.026,29.623,-3.132,-6.668,-9.799,9.651,16.055,16.086,45.023,45.901,34.043,31.811,24.190,29.628,-0.878,11.858,13.212,20.833,15.395,21.439,20.224,19.153,17.735,17.401
baca-read,baca,read,v,0.099119,0.200695,50,0.148119,127.537,495.383,1566.496,2469.603,36.387,47.913,87.929,45.654,48.760,55.435,36.248,21.880,55.435,35.693,29.728,-3.105,-6.675,-9.781,9.961,15.927,14.368,45.000,45.852,34.039,31.775,23.920,29.625,-0.852,11.812,13.225,21.080,15.375,19.526,20.345,19.298,17.872,17.535
baca-read,baca,read,v,0.099119,0.200695,51,0.149119,127.655,495.715,1573.833,2471.423,36.405,48.093,88.078,45.573,48.701,55.381,35.345,23.105,55.381,35.309,29.769,-3.128,-6.679,-9.807,10.264,15.804,12.240,44.919,45.794,34.023,31.727,23.601,29.558,-0.875,11.771,13.192,21.318,15.361,19.717,20.456,19.435,18.003,17.665
baca-read,baca,read,v,0.099119,0.200695,52,0.150119,127.773,496.047,1581.169,2473.244,36.423,48.276,88.228,45.534,48.682,55.330,26.897,25.098,55.330,34.887,29.743,-3.148,-6.648,-9.796,10.647,15.792,1.799,44.880,45.774,34.010,31.682,23.242,29.423,-0.894,11.764,13.198,21.638,15.457,21.036,20.546,19.553,18.119,17.780
baca-read,baca,read,v,0.099119,0.200695,53,0.151119,127.890,496.195,1588.554,2479.526,36.438,48.462,88.672,45.518,48.654,55.280,27.719,25.506,55.280,34.434,29.656,-3.136,-6.625,-9.762,11.084,15.862,2.213,44.863,45.744,34.045,31.641,22.861,29.325,-0.881,11.699,13.222,22.002,15.538,21.769,20.605,19.644,18.210,17.872
baca-read,baca,read,v,0.099119,0.200695,54,0.152119,128.008,496.321,1595.943,2486.309,36.453,48.651,89.152,45.571,48.647,55.223,28.704,23.176,55.223,34.285,29.509,-3.076,-6.576,-9.652,11.286,16.062,5.528,44.916,45.734,34.079,31.593,22.784,29.177,-0.819,11.656,13.322,22.131,15.738,21.763,20.622,19.698,18.265,17.929
baca-read,baca,read,v,0.099119,0.200695,55,0.153119,128.126,496.448,1603.333,2493.091,36.468,48.843,89.633,45.675,48.696,55.161,27.638,23.037,55.161,34.336,29.288,-3.020,-6.466,-9.486,11.339,16.387,4.602,45.020,45.781,34.109,31.541,22.908,28.956,-0.761,11.672,13.478,22.112,16.063,22.074,20.586,19.704,18.276,17.943
baca-read,baca,read,v,0.099119,0.200695,56,0.154119,128.243,496.575,1610.722,2499.874,36.483,49.038,90.117,45.681,48.754,55.077,27.351,22.768,55.077,34.333,29.182,-3.072,-6.323,-9.396,11.348,16.499,4.583,45.025,45.836,34.115,31.466,22.978,28.850,-0.811,11.721,13.559,22.048,16.175,20.461,20.494,19.667,18.243,17.915
baca-read,baca,read,v,0.099119,0.200695,57,0.155119,128.361,496.702,1618.112,2506.657,36.497,49.235,90.603,45.641,48.741,54.958,26.944,22.321,54.958,34.255,29.217,-3.100,-6.217,-9.317,11.385,16.423,4.623,44.985,45.821,34.088,31.356,22.972,28.885,-0.837,11.734,13.628,22.012,16.100,19.532,20.357,19.607,18.189,17.867
baca-read,baca,read,v,0.099119,0.200695,58,0.156119,128.489,496.829,1625.502,2513.439,36.513,49.437,91.094,45.574,48.656,54.804,34.165,21.778,54.804,34.084,29.124,-3.082,-6.148,-9.230,11.490,16.451,12.387,44.918,45.733,34.035,31.212,22.874,28.791,-0.816,11.698,13.705,22.043,16.126,17.250,20.182,19.524,18.113,17.799
baca-read,baca,read,v,0.099119,0.200695,59,0.157119,128.644,496.748,1631.348,2515.031,36.528,49.606,91.242,45.469,48.567,54.625,26.464,21.100,54.625,33.822,28.896,-3.097,-6.058,-9.155,11.647,16.574,5.364,44.811,45.636,34.035,31.044,22.678,28.495,-0.825,11.601,13.767,22.133,16.316,18.933,19.973,19.416,18.014,17.710
baca-read,baca,read,v,0.099119,0.200695,60,0.158119,128.798,496.554,1636.361,2513.817,36.540,49.755,91.201,45.412,48.511,54.441,26.240,20.732,54.441,33.491,28.528,-3.100,-5.930,-9.030,11.920,16.884,5.508,44.752,45.571,34.061,30.873,22.409,28.021,-0.820,11.511,13.879,22.343,16.731,18.904,19.737,19.280,17.890,17.596
baca-read,baca,read,v,0.099119,0.200695,61,0.159119,128.953,496.361,1641.373,2512.603,36.553,49.906,91.159,45.391,48.444,54.263,26.079,21.003,54.263,33.178,28.021,-3.053,-5.819,-8.872,12.213,17.370,5.076,44.729,45.494,34.090,30.707,22.158,27.408,-0.765,11.404,14.022,22.571,17.321,20.146,19.478,19.114,17.740,17.457
baca-read,baca,read,v,0.099119,0.200695,62,0.160119,129.108,496.167,1646.386,2511.389,36.566,50.058,91.117,45.460,48.403,54.081,25.729,21.805,54.081,32.896,27.359,-2.944,-5.678,-8.622,12.563,18.100,3.925,44.796,45.445,34.117,30.538,21.938,26.640,-0.649,11.328,14.258,22.858,18.156,19.744,19.202,18.916,17.562,17.291
baca-read,baca,read,v,0.099119,0.200695,63,0.161119,129.263,495.974,1651.398,2510.174,36.578,50.211,91.076,45.541,48.397,53.883,25.494,20.101,53.883,32.989,26.725,-2.856,-5.486,-8.342,12.552,18.816,5.393,44.875,45.429,34.125,30.352,22.092,25.898,-0.554,11.304,14.523,22.783,18.977,21.255,18.915,18.684,17.355,17.096
baca-read,baca,read,v,0.099119,0.200695,64,0.162119,129.418,495.780,1656.411,2508.960,36.591,50.366,91.034,45.523,48.392,53.643,25.629,20.330,53.643,33.151,26.804,-2.870,-5.250,-8.120,12.371,18.719,5.299,44.855,45.415,34.090,30.124,22.317,25.870,-0.560,11.325,14.732,22.539,18.985,20.775,18.621,18.416,17.117,16.869
baca-read,baca,read,v,0.099119,0.200695,65,0.163119,129.573,495.356,1663.551,2513.890,36.599,50.579,91.408,45.456,48.329,53.473,25.690,19.460,53.473,33.240,26.825,-2.873,-5.144,-8.017,12.216,18.632,6.231,44.787,45.340,34.186,29.972,22.498,25.879,-0.553,11.154,14.814,22.289,18.908,19.858,18.327,18.110,16.847,16.610
baca-read,baca,read,v,0.099119,0.200695,66,0.164119,129.728,494.584,1673.896,2528.068,36.602,50.883,92.415,45.366,48.207,53.285,25.862,19.112,53.285,33.246,26.782,-2.842,-5.078,-7.920,12.120,18.583,6.750,44.693,45.202,34.353,29.812,22.641,25.969,-0.509,10.850,14.881,22.052,18.724,18.201,18.016,17.742,16.524,16.299
baca-read,baca,read,v,0.099119,0.200695,67,0.165119,129.882,493.813,1684.240,2542.246,36.605,51.192,93.430,45.269,48.092,53.080,26.590,18.911,53.080,33.140,26.666,-2.823,-4.988,-7.811,12.129,18.604,7.678,44.594,45.071,34.498,29.634,22.673,25.985,-0.478,10.574,14.960,21.921,18.609,18.319,17.650,17.278,16.119,15.906
baca-read,baca,read,v,0.099119,0.200695,68,0.166119,130.037,493.041,1694.584,2556.424,36.609,51.506,94.455,45.222,48.003,52.839,28.928,19.171,52.839,32.900,26.478,-2.781,-4.836,-7.618,12.322,18.744,9.757,44.543,44.966,34.601,29.420,22.571,25.929,-0.423,10.365,15.123,21.972,18.614,18.984,17.245,16.740,15.650,15.451
baca-read,baca,read,v,0.099119,0.200695,69,0.167119,130.192,492.269,1704.929,2570.602,36.613,51.826,95.488,45.244,47.915,52.535,27.259,19.654,52.535,32.542,26.236,-2.671,-4.620,-7.291,12.702,19.008,7.605,44.562,44.862,34.634,29.143,22.351,25.818,-0.300,10.228,15.420,22.212,18.745,20.820,16.818,16.155,15.141,14.955
baca-read,baca,read,v,0.099119,0.200695,70,0.168119,130.347,491.497,1715.273,2584.780,36.617,52.152,96.530,45.336,47.848,52.173,25.065,19.893,52.173,32.127,25.993,-2.513,-4.325,-6.838,13.209,19.343,5.172,44.651,44.778,34.605,28.808,22.073,25.705,-0.127,10.174,15.843,22.577,18.945,21.067,16.387,15.547,14.611,14.440
baca-read,baca,read,v,0.099119,0.200695,71,0.169119,130.502,490.634,1725.886,2597.995,36.621,52.491,97.512,45.401,47.796,51.783,24.293,19.969,51.783,31.685,26.247,-2.395,-3.987,-6.382,13.716,19.153,4.324,44.713,44.708,34.561,28.446,21.776,26.069,0.004,10.147,16.266,22.937,18.643,20.523,15.968,14.941,14.084,13.926
baca-read,baca,read,v,0.099119,0.200695,72,0.170119,130.657,489.249,1738.029,2605.712,36.619,52.883,98.107,45.368,47.757,51.374,31.603,19.786,51.374,31.187,26.276,-2.389,-3.618,-6.007,14.181,19.092,11.817,44.675,44.644,34.612,28.077,21.458,26.088,0.031,10.032,16.598,23.217,18.587,19.839,15.580,14.364,13.581,13.435
baca-read,baca,read,v,0.099119,0.200695,73,0.171119,130.817,487.864,1750.172,2613.430,36.618,53.284,98.707,45.285,47.683,50.946,31.378,19.444,50.946,30.611,26.097,-2.398,-3.264,-5.661,14.674,19.189,11.934,44.587,44.544,34.635,27.688,21.062,25.900,0.043,9.909,16.900,23.526,18.687,17.550,15.241,13.839,13.124,12.988
baca-read,baca,read,v,0.099119,0.200695,74,0.172119,130.990,486.479,1762.315,2621.148,36.621,53.694,99.312,45.198,47.567,50.503,31.037,19.030,50.503,29.979,25.721,-2.368,-2.936,-5.304,15.220,19.478,12.007,44.496,44.401,34.640,27.284,20.610,25.516,0.094,9.761,17.212,23.886,18.980,17.739,14.966,13.392,12.734,12.607
baca-read,baca,read,v,0.099119,0.200695,75,0.173119,131.164,485.095,1774.458,2628.866,36.626,54.112,99.921,45.115,47.461,50.048,30.539,18.529,50.048,29.687,25.157,-2.345,-2.588,-4.933,15.429,19.959,12.011,44.408,44.268,34.621,26.869,20.498,24.944,0.140,9.647,17.539,23.910,19.464,18.238,14.775,13.048,12.433,12.313
