Filename,var1,var2,Label,seg_Start,seg_End,t,t_ms,f0,F1,F2,F3,B1,B2,B3,H1u,H2u,H4u,H2Ku,H5Ku,A1u,A2u,A3u,H1H2u,H2H4u,H1A1u,H1A2u,H1A3u,H2KH5Ku,H1c,H2c,H4c,A1c,A2c,A3c,H1H2c,H2H4c,H1A1c,H1A2c,H1A3c,CPP,HNR05,HNR15,HNR25,HNR35
buta-blind,buta,blind,v,0.091572,0.196551,36,0.126572,133.603,318.726,1115.774,2159.361,50.060,42.646,70.913,45.149,47.547,31.651,2.551,-2.838,47.547,29.707,1.118,-2.398,15.895,-2.398,15.442,44.031,5.389,43.380,37.353,34.496,30.660,22.050,11.612,6.027,2.857,12.720,21.330,31.768,16.450,19.140,14.939,14.880,14.878
buta-blind,buta,blind,v,0.091572,0.196551,37,0.127572,133.636,318.532,1109.239,2165.268,50.098,42.608,71.230,45.173,47.703,32.118,4.307,-1.932,47.703,29.672,1.288,-2.531,15.585,-2.531,15.501,43.885,6.239,43.399,37.477,34.953,30.820,21.961,12.050,5.922,2.524,12.579,21.438,31.349,14.450,19.734,15.160,15.104,15.102
buta-blind,buta,blind,v,0.091572,0.196551,38,0.128572,133.669,318.338,1102.705,2171.175,50.135,42.570,71.549,45.150,47.835,32.412,2.000,-2.484,47.835,29.510,1.739,-2.685,15.423,-2.685,15.640,43.411,4.483,43.372,37.577,35.237,30.956,21.746,12.769,5.795,2.339,12.416,21.626,30.603,16.325,20.335,15.386,15.333,15.332
buta-blind,buta,blind,v,0.091572,0.196551,39,0.129572,133.701,318.145,1096.170,2177.082,50.173,42.534,71.870,45.126,47.950,32.679,2.381,-5.953,47.950,29.228,1.937,-2.824,15.271,-2.824,15.898,43.189,8.333,43.343,37.659,35.494,31.074,21.410,13.234,5.684,2.165,12.269,21.933,30.109,16.294,20.931,15.624,15.574,15.573
buta-blind,buta,blind,v,0.091572,0.196551,40,0.130572,133.734,317.951,1089.636,2182.989,50.211,42.498,72.192,45.105,48.057,32.862,2.629,-4.907,48.057,28.827,1.844,-2.951,15.195,-2.951,16.279,43.262,7.536,43.318,37.733,35.666,31.184,20.955,13.408,5.585,2.068,12.134,22.363,29.910,18.489,21.509,15.882,15.834,15.833
buta-blind,buta,blind,v,0.091572,0.196551,41,0.131572,133.767,317.757,1083.101,2188.896,50.249,42.463,72.517,45.139,48.167,32.919,1.658,-3.355,48.167,28.549,1.492,-3.027,15.248,-3.027,16.590,43.647,5.013,43.347,37.810,35.711,31.297,20.622,13.322,5.537,2.099,12.050,22.725,30.025,18.233,22.057,16.167,16.120,16.119
buta-blind,buta,blind,v,0.091572,0.196551,42,0.132572,133.800,317.632,1075.987,2197.450,50.276,42.425,72.987,45.250,48.272,33.056,1.445,-4.591,48.272,28.168,0.768,-3.022,15.216,-3.022,17.082,44.481,6.036,43.453,37.888,35.826,31.399,20.176,12.924,5.566,2.061,12.054,23.277,30.529,17.398,22.564,16.484,16.440,16.439
buta-blind,buta,blind,v,0.091572,0.196551,43,0.133572,133.833,318.033,1064.397,2226.419,50.211,42.363,74.588,45.350,48.382,33.380,1.703,-5.219,48.382,27.538,-0.244,-3.032,15.002,-3.032,17.812,45.594,6.921,43.554,38.014,36.059,31.467,19.404,12.695,5.540,1.955,12.087,24.150,30.860,18.057,23.017,16.843,16.800,16.798
buta-blind,buta,blind,v,0.091572,0.196551,44,0.134572,133.865,318.434,1052.808,2255.389,50.147,42.303,76.231,45.382,48.480,33.662,2.129,-4.451,48.480,26.726,0.660,-3.098,14.818,-3.098,18.656,44.722,6.579,43.587,38.129,36.248,31.523,18.447,14.371,5.458,1.881,12.064,25.140,29.215,18.202,23.423,17.257,17.216,17.215
buta-blind,buta,blind,v,0.091572,0.196551,45,0.135572,133.898,318.836,1041.218,2284.359,50.083,42.245,77.914,45.352,48.564,33.771,2.437,-3.702,48.564,25.770,2.182,-3.212,14.793,-3.212,19.582,43.170,6.139,43.557,38.228,36.261,31.563,17.345,16.656,5.329,1.968,11.994,26.212,26.901,17.303,23.804,17.737,17.697,17.695
buta-blind,buta,blind,v,0.091572,0.196551,46,0.136572,133.935,319.237,1029.629,2313.329,50.019,42.189,79.638,45.303,48.640,33.821,2.581,-2.721,48.640,24.709,3.713,-3.337,14.819,-3.337,20.594,41.590,5.302,43.508,38.318,36.212,31.594,16.137,18.940,5.190,2.106,11.913,27.371,24.568,19.330,24.159,18.265,18.227,18.224
buta-blind,buta,blind,v,0.091572,0.196551,47,0.137572,133.979,319.638,1018.040,2342.298,49.957,42.136,81.402,45.266,48.704,33.872,0.934,-1.787,48.704,23.609,4.707,-3.438,14.832,-3.438,21.657,40.559,2.722,43.470,38.394,36.162,31.614,14.888,20.679,5.076,2.232,11.857,28.583,22.792,19.022,24.488,18.826,18.789,18.786
buta-blind,buta,blind,v,0.091572,0.196551,48,0.138572,134.023,320.039,1006.450,2371.268,49.895,42.083,83.205,45.252,48.776,33.814,1.033,-1.059,48.776,23.162,5.721,-3.524,14.962,-3.524,22.091,39.532,2.092,43.456,38.477,36.000,31.640,14.289,22.430,4.979,2.477,11.816,29.167,21.027,19.277,24.789,19.403,19.367,19.363
buta-blind,buta,blind,v,0.091572,0.196551,49,0.139572,134.067,320.980,1009.481,2384.861,49.741,42.104,84.070,45.325,48.842,33.698,0.698,-0.518,48.842,23.056,6.613,-3.517,15.144,-3.517,22.268,38.712,1.217,43.538,38.621,35.831,31.654,14.163,23.446,4.917,2.790,11.885,29.376,20.092,19.617,25.061,19.981,19.946,19.941
buta-blind,buta,blind,v,0.091572,0.196551,50,0.140572,134.111,322.006,1014.799,2396.050,49.574,42.135,84.790,45.429,48.914,33.741,0.451,-0.176,48.914,22.900,7.321,-3.484,15.172,-3.484,22.529,38.108,0.627,43.654,38.781,35.832,31.673,14.006,24.184,4.873,2.950,11.981,29.648,19.470,19.488,25.303,20.542,20.508,20.502
buta-blind,buta,blind,v,0.091572,0.196551,51,0.141572,134.155,323.031,1020.116,2407.238,49.408,42.167,85.516,45.478,48.978,33.933,-0.242,0.015,48.978,22.706,7.868,-3.501,15.045,-3.501,22.771,37.609,-0.257,43.714,38.933,35.979,31.685,13.811,24.761,4.781,2.954,12.028,29.903,18.953,18.531,25.514,21.071,21.038,21.031
buta-blind,buta,blind,v,0.091572,0.196551,52,0.142572,134.199,324.057,1025.433,2418.426,49.244,42.199,86.248,45.445,49.025,34.032,-0.533,0.050,49.025,22.596,8.252,-3.581,14.993,-3.581,22.849,37.192,-0.583,43.691,39.066,36.033,31.680,13.699,25.174,4.625,3.033,12.011,29.993,18.518,17.922,25.693,21.552,21.519,21.511
buta-blind,buta,blind,v,0.091572,0.196551,53,0.143572,134.243,325.082,1030.751,2429.615,49.080,42.232,86.985,45.365,49.059,33.974,-0.929,-0.069,49.059,22.491,8.509,-3.694,15.085,-3.694,22.874,36.856,-0.860,43.623,39.185,35.929,31.662,13.593,25.460,4.438,3.256,11.961,30.030,18.163,16.867,25.839,21.968,21.935,21.926
buta-blind,buta,blind,v,0.091572,0.196551,54,0.144572,134.287,326.107,1036.068,2440.803,48.918,42.264,87.728,45.297,49.087,33.892,-0.737,-0.281,49.087,22.434,8.683,-3.790,15.196,-3.790,22.863,36.614,-0.456,43.566,39.298,35.801,31.638,13.534,25.663,4.268,3.496,11.927,30.031,17.902,17.519,25.935,22.317,22.284,22.275
buta-blind,buta,blind,v,0.091572,0.196551,55,0.145572,134.331,326.899,1043.091,2448.308,48.794,42.307,88.233,45.250,49.118,33.786,3.267,7.065,49.118,18.727,8.802,-3.868,15.332,-3.868,26.523,36.448,-3.798,43.528,39.394,35.679,31.634,9.858,25.726,4.134,3.715,11.893,33.670,17.802,17.168,25.966,22.620,22.587,22.577
buta-blind,buta,blind,v,0.091572,0.196551,56,0.146572,134.375,327.545,1051.183,2453.506,48.695,42.355,88.588,45.269,49.160,33.521,3.158,6.501,49.160,18.929,8.853,-3.892,15.639,-3.892,26.340,36.415,-3.343,43.553,39.490,35.415,31.653,10.110,25.669,4.064,4.075,11.901,33.444,17.885,17.473,25.945,22.884,22.851,22.839
buta-blind,buta,blind,v,0.091572,0.196551,57,0.147572,134.419,328.191,1059.275,2458.704,48.597,42.405,88.943,45.359,49.212,33.250,2.886,3.557,49.212,19.117,8.815,-3.853,15.961,-3.853,26.242,36.544,-0.671,43.651,39.594,35.143,31.680,10.347,25.522,4.057,4.451,11.971,33.304,18.129,13.859,25.886,23.116,23.082,23.069
buta-blind,buta,blind,v,0.091572,0.196551,58,0.148572,134.463,328.837,1067.367,2463.902,48.498,42.455,89.301,45.432,49.278,33.219,-3.792,-1.105,49.278,19.152,8.955,-3.846,16.059,-3.846,26.279,36.477,-2.686,43.731,39.713,35.110,31.722,10.432,25.555,4.018,4.603,12.009,33.300,18.176,16.862,25.804,23.322,23.287,23.274
buta-blind,buta,blind,v,0.091572,0.196551,59,0.149572,134.507,329.483,1075.458,2469.100,48.401,42.507,89.659,45.423,49.335,33.270,10.155,2.507,49.335,19.180,9.008,-3.912,16.064,-3.912,26.243,36.415,7.648,43.730,39.822,35.159,31.755,10.508,25.502,3.908,4.664,11.975,33.222,18.228,16.995,25.713,23.510,23.474,23.460
buta-blind,buta,blind,v,0.091572,0.196551,60,0.150572,134.551,330.129,1083.550,2474.298,48.303,42.560,90.019,45.351,49.375,33.181,10.331,2.347,49.375,22.340,8.973,-4.024,16.194,-4.024,23.010,36.377,7.985,43.665,39.914,35.065,31.771,13.716,25.362,3.751,4.849,11.894,29.949,18.303,15.994,25.628,23.685,23.650,23.633
buta-blind,buta,blind,v,0.091572,0.196551,61,0.151572,134.605,330.690,1092.260,2477.588,48.221,42.618,90.253,45.268,49.404,33.004,10.438,3.026,49.404,22.277,8.869,-4.136,16.401,-4.136,22.991,36.399,7.411,43.589,39.986,34.895,31.782,13.712,25.113,3.602,5.092,11.807,29.877,18.475,15.676,25.562,23.856,23.820,23.802
buta-blind,buta,blind,v,0.091572,0.196551,62,0.152572,134.674,331.102,1102.045,2477.556,48.165,42.687,90.269,45.213,49.422,32.852,-3.930,-1.002,49.422,22.359,8.729,-4.209,16.570,-4.209,22.854,36.484,-2.928,43.538,40.032,34.769,31.792,13.873,24.759,3.506,5.263,11.746,29.665,18.779,16.194,25.530,24.028,23.992,23.972
buta-blind,buta,blind,v,0.091572,0.196551,63,0.153572,134.743,331.515,1111.831,2477.523,48.109,42.758,90.284,45.195,49.449,32.588,9.144,4.070,49.449,25.489,8.701,-4.255,16.861,-4.255,19.705,36.493,5.075,43.524,40.087,34.529,31.811,17.081,24.519,3.438,5.557,11.713,26.444,19.005,15.842,25.546,24.209,24.173,24.151
buta-blind,buta,blind,v,0.091572,0.196551,64,0.154572,134.813,331.927,1121.616,2477.490,48.053,42.830,90.300,45.260,49.475,32.176,8.918,4.584,49.475,25.892,8.685,-4.215,17.300,-4.215,19.368,36.576,4.334,43.594,40.140,34.140,31.830,17.561,24.291,3.454,6.000,11.765,26.034,19.304,17.575,25.612,24.396,24.361,24.336
buta-blind,buta,blind,v,0.091572,0.196551,65,0.155572,134.882,332.339,1131.402,2477.458,47.998,42.905,90.315,45.351,49.515,31.937,-0.450,-0.370,49.515,26.253,8.605,-4.163,17.577,-4.163,19.099,36.746,-0.080,43.690,40.206,33.923,31.860,17.997,24.000,3.483,6.283,11.829,25.692,19.689,17.913,25.708,24.576,24.542,24.514
buta-blind,buta,blind,v,0.091572,0.196551,66,0.156572,134.951,332.752,1141.187,2477.425,47.942,42.981,90.330,45.383,49.547,31.973,0.418,0.055,49.547,26.595,8.432,-4.164,17.574,-4.164,18.787,36.951,0.363,43.726,40.266,33.980,31.884,18.416,23.617,3.460,6.286,11.841,25.309,20.109,17.897,25.829,24.749,24.717,24.685
buta-blind,buta,blind,v,0.091572,0.196551,67,0.157572,135.021,333.172,1150.188,2476.548,47.886,43.054,90.289,45.338,49.554,31.989,1.210,0.523,49.554,26.902,8.503,-4.216,17.564,-4.216,18.436,36.835,0.687,43.685,40.299,34.011,31.880,18.789,23.479,3.386,6.287,11.805,24.895,20.206,18.288,25.969,24.916,24.886,24.850
buta-blind,buta,blind,v,0.091572,0.196551,68,0.158572,135.090,333.655,1153.135,2469.153,47.820,43.084,89.810,45.255,49.535,31.851,1.835,0.992,49.535,27.165,8.599,-4.279,17.684,-4.279,18.091,36.656,0.843,43.606,40.305,33.857,31.838,19.056,23.366,3.300,6.448,11.767,24.549,20.240,16.986,26.123,25.076,25.049,25.009
buta-blind,buta,blind,v,0.091572,0.196551,69,0.159572,135.159,334.138,1156.083,2461.759,47.754,43.114,89.333,45.193,49.496,31.735,2.300,1.413,49.496,27.377,8.679,-4.303,17.761,-4.303,17.816,36.514,0.887,43.547,40.293,33.725,31.777,19.272,23.237,3.254,6.568,11.769,24.275,20.310,16.049,26.286,25.230,25.206,25.161
buta-blind,buta,blind,v,0.091572,0.196551,70,0.160572,135.229,334.620,1159.030,2454.364,47.688,43.145,88.858,45.153,49.459,31.631,2.626,1.732,49.459,27.536,8.718,-4.306,17.828,-4.306,17.617,36.435,0.894,43.510,40.281,33.605,31.718,19.434,23.066,3.229,6.677,11.792,24.076,20.444,15.067,26.451,25.379,25.356,25.307
buta-blind,buta,blind,v,0.091572,0.196551,71,0.161572,135.298,335.103,1161.977,2446.970,47.623,43.176,88.385,45.178,49.433,31.326,5.509,8.319,49.433,27.642,8.738,-4.255,18.108,-4.255,17.537,36.441,-2.811,43.539,40.281,33.283,31.669,19.544,22.875,3.258,6.998,11.869,23.995,20.663,12.868,26.615,25.521,25.500,25.447
buta-blind,buta,blind,v,0.091572,0.196551,72,0.162572,135.367,335.585,1164.925,2439.576,47.558,43.206,87.914,45.261,49.423,31.067,5.630,7.933,49.423,27.697,8.783,-4.162,18.356,-4.162,17.565,36.478,-2.304,43.625,40.296,33.008,31.636,19.602,22.709,3.329,7.288,11.989,24.023,20.916,12.561,26.770,25.659,25.637,25.581
buta-blind,buta,blind,v,0.091572,0.196551,73,0.163572,135.437,336.068,1167.872,2432.181,47.493,43.237,87.446,45.328,49.429,31.161,6.068,7.460,49.429,27.711,8.900,-4.101,18.268,-4.101,17.617,36.428,-1.392,43.695,40.327,33.085,31.620,19.620,22.615,3.368,7.242,12.076,24.075,21.080,11.807,26.912,25.791,25.768,25.708
buta-blind,buta,blind,v,0.091572,0.196551,74,0.164572,135.506,336.717,1170.186,2434.954,47.403,43.264,87.645,45.322,49.419,31.337,7.037,7.046,49.419,27.704,9.112,-4.097,18.082,-4.097,17.618,36.210,-0.010,43.694,40.355,33.229,31.577,19.602,22.799,3.339,7.126,12.117,24.093,20.895,12.030,27.062,25.934,25.907,25.845
buta-blind,buta,blind,v,0.091572,0.196551,75,0.165572,135.575,337.392,1172.402,2439.316,47.309,43.290,87.949,45.268,49.384,31.329,1.726,0.401,49.384,27.670,9.424,-4.116,18.055,-4.116,17.598,35.844,1.325,43.645,40.358,33.185,31.507,19.553,23.113,3.287,7.174,12.138,24.092,20.533,16.851,27.251,26.103,26.071,26.007
buta-blind,buta,blind,v,0.091572,0.196551,76,0.166572,135.628,338.067,1174.617,2443.678,47.214,43.313,88.250,45.214,49.326,31.272,10.068,6.696,49.326,27.617,9.767,-4.112,18.054,-4.112,17.597,35.446,3.372,43.596,40.343,33.090,31.414,19.485,23.457,3.253,7.253,12.182,24.111,20.139,17.894,27.463,26.285,26.247,26.181
buta-blind,buta,blind,v,0.091572,0.196551,77,0.167572,135.652,338.742,1176.833,2448.041,47.115,43.334,88.544,45.180,49.256,31.299,1.518,0.248,49.256,27.556,10.063,-4.076,17.956,-4.076,17.624,35.117,1.270,43.568,40.320,33.074,31.309,19.410,23.753,3.248,7.247,12.260,24.159,19.816,18.150,27.682,26.468,26.423,26.356
buta-blind,buta,blind,v,0.091572,0.196551,78,0.168572,135.676,339.417,1179.049,2452.403,47.016,43.354,88.839,45.181,49.206,31.161,4.716,0.498,49.206,27.475,10.245,-4.025,18.045,-4.025,17.706,34.936,4.218,43.575,40.318,32.892,31.223,19.313,23.934,3.258,7.426,12.352,24.262,19.641,15.346,27.891,26.639,26.585,26.518
buta-blind,buta,blind,v,0.091572,0.196551,79,0.169572,135.700,340.092,1181.264,2456.766,46.919,43.375,89.136,45.243,49.173,30.896,8.090,5.979,49.173,27.368,10.296,-3.930,18.277,-3.930,17.875,34.947,2.111,43.644,40.332,32.583,31.155,19.191,23.986,3.311,7.749,12.489,24.452,19.658,10.474,28.073,26.784,26.722,26.653
buta-blind,buta,blind,v,0.091572,0.196551,80,0.170572,135.724,340.506,1182.359,2465.406,46.860,43.387,89.719,45.315,49.169,30.870,7.057,5.968,49.169,27.239,10.226,-3.854,18.300,-3.854,18.076,35.089,1.089,43.719,40.355,32.531,31.130,19.050,24.027,3.364,7.824,12.590,24.669,19.693,10.808,28.210,26.889,26.820,26.750
buta-blind,buta,blind,v,0.091572,0.196551,81,0.171572,135.748,340.756,1182.752,2476.728,46.826,43.393,90.486,45.325,49.162,30.972,6.445,4.897,49.162,27.090,10.412,-3.837,18.190,-3.837,18.235,34.913,1.548,43.731,40.362,32.618,31.109,18.892,24.390,3.369,7.744,12.621,24.838,19.340,11.643,28.287,26.943,26.867,26.795
buta-blind,buta,blind,v,0.091572,0.196551,82,0.172572,135.771,341.006,1183.145,2488.050,46.792,43.399,91.259,45.273,49.129,30.881,11.314,4.471,49.129,26.908,11.164,-3.856,18.248,-3.856,18.365,34.108,6.843,43.680,40.342,32.513,31.063,18.701,25.320,3.338,7.830,12.617,24.979,18.360,9.771,28.287,26.931,26.849,26.775
buta-blind,buta,blind,v,0.091572,0.196551,83,0.173572,135.795,341.256,1183.537,2499.372,46.758,43.405,92.037,45.197,49.067,30.600,11.056,4.301,49.067,26.673,11.614,-3.870,18.467,-3.870,18.524,33.583,6.755,43.606,40.295,32.216,30.988,18.457,25.946,3.312,8.079,12.618,25.150,17.661,8.380,28.192,26.840,26.755,26.678
buta-blind,buta,blind,v,0.091572,0.196551,84,0.174572,135.819,341.506,1183.930,2510.694,46.724,43.411,92.821,45.137,48.983,30.391,10.953,4.185,48.983,26.388,12.140,-3.845,18.592,-3.845,18.750,32.997,6.768,43.548,40.224,31.992,30.890,18.162,26.647,3.324,8.232,12.658,25.387,16.901,8.401,28.023,26.692,26.605,26.524
buta-blind,buta,blind,v,0.091572,0.196551,85,0.175572,135.843,341.757,1184.323,2522.016,46.691,43.417,93.610,45.093,48.911,30.173,11.017,4.116,48.911,26.045,12.510,-3.818,18.737,-3.818,19.047,32.583,6.901,43.505,40.166,31.759,30.805,17.810,27.191,3.340,8.406,12.700,25.695,16.314,13.727,27.829,26.531,26.443,26.355
buta-blind,buta,blind,v,0.091572,0.196551,86,0.176572,135.867,341.673,1183.939,2530.019,46.706,43.417,94.173,45.106,48.855,29.805,5.578,0.526,48.855,25.642,12.695,-3.749,19.050,-3.749,19.464,32.411,5.051,43.517,40.099,31.400,30.754,17.408,27.525,3.419,8.698,12.763,26.109,15.993,14.677,27.596,26.342,26.254,26.158
buta-blind,buta,blind,v,0.091572,0.196551,87,0.177572,135.891,341.009,1182.203,2532.239,46.807,43.406,94.334,45.160,48.822,29.670,7.030,0.606,48.822,25.185,12.696,-3.662,19.152,-3.662,19.975,32.464,6.424,43.564,40.010,31.318,30.757,16.971,27.630,3.553,8.693,12.807,26.593,15.934,15.698,27.313,26.110,26.024,25.919
buta-blind,buta,blind,v,0.091572,0.196551,88,0.178572,135.915,340.344,1180.467,2534.460,46.909,43.395,94.496,45.182,48.788,29.777,6.017,0.797,48.788,24.709,12.541,-3.606,19.011,-3.606,20.473,32.642,5.221,43.580,39.922,31.478,30.760,16.516,27.580,3.658,8.444,12.820,27.064,16.000,16.939,26.964,25.821,25.736,25.623
buta-blind,buta,blind,v,0.091572,0.196551,89,0.179572,135.938,339.680,1178.731,2536.681,47.012,43.384,94.657,45.138,48.717,29.699,5.471,1.169,48.717,24.209,12.644,-3.579,19.018,-3.579,20.929,32.493,4.302,43.528,39.795,31.452,30.725,16.036,27.789,3.733,8.343,12.803,27.492,15.739,16.627,26.539,25.459,25.377,25.256
buta-blind,buta,blind,v,0.091572,0.196551,90,0.180572,135.962,339.015,1176.995,2538.901,47.115,43.373,94.819,45.044,48.599,29.331,4.850,2.591,48.599,23.682,12.873,-3.555,19.268,-3.555,21.362,32.172,2.259,43.427,39.620,31.137,30.644,15.529,28.122,3.807,8.483,12.783,27.898,15.305,17.802,26.023,25.010,24.931,24.803
buta-blind,buta,blind,v,0.091572,0.196551,91,0.181572,135.946,338.351,1175.259,2541.122,47.213,43.357,94.971,44.932,48.438,28.961,4.276,1.118,48.438,23.129,12.961,-3.506,19.477,-3.506,21.802,31.971,3.158,43.309,39.411,30.812,30.519,14.996,28.314,3.898,8.599,12.790,28.313,14.995,18.383,25.403,24.458,24.382,24.250
buta-blind,buta,blind,v,0.091572,0.196551,92,0.182572,135.859,337.667,1174.290,2543.448,47.305,43.339,95.111,44.800,48.254,28.777,3.792,-0.111,48.254,22.563,12.930,-3.455,19.477,-3.455,22.237,31.870,3.903,43.172,39.192,30.667,30.371,14.456,28.374,3.980,8.526,12.801,28.716,14.798,16.386,24.666,23.788,23.717,23.582
buta-blind,buta,blind,v,0.091572,0.196551,93,0.183572,135.773,336.831,1179.236,2546.582,47.421,43.368,95.308,44.657,48.063,28.649,3.291,-0.080,48.063,21.964,12.796,-3.406,19.414,-3.406,22.693,31.861,3.371,43.025,38.959,30.613,30.233,13.950,28.242,4.066,8.346,12.792,29.075,14.783,16.339,23.799,22.987,22.919,22.786
buta-blind,buta,blind,v,0.091572,0.196551,94,0.184572,135.686,335.995,1184.182,2549.717,47.537,43.397,95.506,44.542,47.846,28.695,2.817,0.635,47.846,21.325,12.563,-3.304,19.151,-3.304,23.216,31.979,2.183,42.905,38.699,30.733,30.068,13.404,28.010,4.206,7.966,12.837,29.501,14.895,16.585,22.734,21.989,21.926,21.797
buta-blind,buta,blind,v,0.091572,0.196551,95,0.185572,135.599,335.159,1189.128,2552.851,47.655,43.427,95.703,44.415,47.580,28.800,2.475,1.585,47.580,20.654,12.242,-3.165,18.781,-3.165,23.761,32.173,0.889,42.774,38.391,30.912,29.856,12.825,27.691,4.383,7.479,12.918,29.949,15.083,16.090,21.411,20.743,20.686,20.566
buta-blind,buta,blind,v,0.091572,0.196551,96,0.186572,135.513,334.323,1194.074,2555.986,47.773,43.458,95.902,44.208,47.201,28.502,2.039,3.908,47.201,19.893,11.942,-2.993,18.699,-2.993,24.315,32.266,-1.870,42.561,37.967,30.687,29.529,12.156,27.392,4.594,7.280,13.032,30.406,15.169,19.106,19.894,19.308,19.258,19.150
buta-blind,buta,blind,v,0.091572,0.196551,97,0.187572,135.426,333.487,1199.020,2559.120,47.891,43.489,96.100,43.903,46.670,27.716,1.278,4.131,46.670,19.003,12.078,-2.768,18.954,-2.768,24.900,31.824,-2.853,42.252,37.393,29.974,29.051,11.358,27.531,4.859,7.418,13.200,30.894,14.720,16.818,18.245,17.745,17.703,17.609
buta-blind,buta,blind,v,0.091572,0.196551,98,0.188572,135.340,332.651,1203.965,2562.254,48.011,43.521,96.299,43.504,45.970,26.624,0.625,3.592,45.970,17.959,12.089,-2.466,19.346,-2.466,25.545,31.415,-2.967,41.848,36.648,28.956,28.404,10.406,27.544,5.200,7.692,13.444,31.442,14.304,14.508,16.529,16.115,16.081,16.002
buta-blind,buta,blind,v,0.091572,0.196551,99,0.189572,135.253,330.252,1217.525,2565.721,48.379,43.630,96.521,43.042,45.102,25.451,3.558,4.362,45.102,16.751,11.919,-2.060,19.652,-2.060,26.291,31.123,-0.803,41.367,35.613,28.015,27.690,9.461,27.306,5.754,7.597,13.677,31.906,14.060,9.593,14.810,14.478,14.453,14.389
buta-blind,buta,blind,v,0.091572,0.196551,100,0.190572,135.166,327.608,1232.432,2569.239,48.794,43.757,96.748,42.503,44.094,24.254,2.546,4.304,44.094,15.367,11.555,-1.591,19.840,-1.591,27.136,30.948,-1.758,40.806,34.411,27.075,26.852,8.365,26.866,6.395,7.336,13.954,32.441,13.940,9.277,13.152,12.896,12.878,12.829
buta-blind,buta,blind,v,0.091572,0.196551,101,0.191572,135.080,324.964,1247.339,2572.757,49.216,43.891,96.975,41.922,42.948,23.088,6.169,4.261,42.948,13.765,10.987,-1.026,19.860,-1.026,28.157,30.935,1.908,40.203,33.065,26.163,25.876,7.050,26.225,7.138,6.902,14.326,33.153,13.978,9.468,11.619,11.429,11.418,11.383
buta-blind,buta,blind,v,0.091572,0.196551,102,0.192572,134.993,322.320,1262.245,2576.275,49.645,44.032,97.202,41.313,41.673,22.253,8.385,3.979,41.673,11.954,10.210,-0.361,19.420,-0.361,29.359,31.103,4.407,39.571,31.583,25.579,24.772,5.526,25.376,7.988,6.004,14.799,34.044,14.194,8.169,10.275,10.138,10.132,10.108
buta-blind,buta,blind,v,0.091572,0.196551,103,0.193572,134.907,319.676,1277.152,2579.793,50.081,44.179,97.430,40.580,40.192,21.189,7.712,3.577,40.192,10.324,9.237,0.389,19.003,0.389,30.257,31.343,4.134,38.814,29.887,24.765,23.460,4.184,24.335,8.927,5.122,15.354,34.631,14.479,9.587,9.184,9.083,9.080,9.066
buta-blind,buta,blind,v,0.091572,0.196551,104,0.194572,134.820,317.032,1292.059,2583.312,50.525,44.334,97.658,39.686,38.416,19.253,0.684,2.999,38.416,8.038,8.073,1.270,19.163,1.270,31.648,31.613,-2.316,37.896,27.890,23.077,21.855,2.186,23.106,10.005,4.813,16.041,35.710,14.790,10.501,9.053,8.968,8.967,8.958
buta-blind,buta,blind,v,0.091572,0.196551,105,0.195572,134.733,311.322,1305.552,2588.029,51.522,44.480,97.972,38.618,36.250,16.233,-0.779,2.194,38.893,5.262,6.753,2.367,20.018,-0.275,33.356,31.865,-2.973,36.766,25.188,20.553,22.687,-0.137,21.938,11.578,4.635,14.079,36.903,14.828,11.610,10.598,10.508,10.507,10.502
pada-same,pada,same,v,0.089864,0.210620,1,0.089864,145.555,507.107,1051.518,1879.821,39.377,43.693,60.196,40.810,33.925,36.233,5.883,3.780,36.233,21.698,4.745,6.885,-2.308,4.577,19.112,36.065,2.103,39.894,29.768,23.314,11.672,4.181,2.572,10.127,6.454,28.223,35.714,37.322,17.232,6.348,5.855,5.741,5.711
pada-same,pada,same,v,0.089864,0.210620,2,0.090864,145.555,518.272,1067.479,1874.252,39.571,43.785,59.977,41.284,35.201,37.822,6.645,5.410,37.822,22.846,5.704,6.083,-2.621,3.462,18.438,35.580,1.234,40.406,31.242,23.437,13.077,5.056,2.609,9.164,7.805,27.330,35.350,37.797,15.188,4.735,4.213,4.147,4.133
pada-same,pada,same,v,0.089864,0.210620,3,0.091864,145.542,529.437,1083.440,1868.683,39.756,43.878,59.757,41.594,36.216,39.175,8.478,3.558,39.175,23.895,6.384,5.378,-2.959,2.419,17.699,35.210,4.921,40.752,32.441,23.119,14.247,5.841,2.371,8.311,9.322,26.505,34.911,38.381,11.360,4.457,3.876,3.843,3.840
pada-same,pada,same,v,0.089864,0.210620,4,0.092864,145.283,540.602,1099.401,1863.114,39.906,43.947,59.499,41.808,37.106,40.330,8.789,3.539,40.330,25.129,6.903,4.702,-3.224,1.479,16.679,34.906,5.250,41.003,33.516,22.183,15.217,6.811,1.969,7.487,11.333,25.786,34.192,39.033,11.269,4.890,4.246,4.233,4.236
pada-same,pada,same,v,0.089864,0.210620,5,0.093864,145.024,551.767,1115.362,1857.546,40.047,44.020,59.243,41.982,37.956,41.337,8.561,4.718,41.337,27.108,7.465,4.026,-3.381,0.645,14.874,34.517,3.843,41.210,34.537,20.726,16.041,8.533,1.614,6.673,13.810,25.169,32.677,39.596,11.300,5.243,4.545,4.544,4.551
