Filename,var1,var2,var3,Label,seg_Start,seg_End,t,t_ms,f0,F1,F2,F3,B1,B2,B3,H1u,H2u,H4u,H2Ku,H5Ku,A1u,A2u,A3u,H1H2u,H2H4u,H1A1u,H1A2u,H1A3u,H2KH5Ku,H1c,H2c,H4c,A1c,A2c,A3c,H1H2c,H2H4c,H1A1c,H1A2c,H1A3c,CPP,HNR05,HNR15,HNR25,HNR35
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,1,0.585504,247.514,441.815,2605.711,3508.865,49.424,130.802,233.125,27.528,6.994,3.107,3.378,9.538,25.134,10.032,17.827,20.533,3.887,2.394,17.496,9.701,-6.160,24.212,-4.413,13.602,5.787,13.015,23.895,28.624,-18.014,18.425,11.197,0.317,14.616,17.442,-139.624,-154.945,-155.067
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,2,0.586504,247.966,440.470,2601.131,3483.831,49.533,130.491,230.177,29.488,11.899,2.619,5.940,8.405,28.916,12.273,17.748,17.589,9.280,0.572,17.215,11.740,-2.465,26.134,0.840,13.208,9.615,15.279,23.552,25.294,-12.368,16.519,10.855,2.582,14.173,16.953,-115.131,-129.521,-129.732
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,3,0.587504,248.418,439.125,2596.552,3458.797,49.645,130.180,227.239,31.392,18.553,2.754,5.073,7.956,31.935,14.417,17.893,12.840,15.799,-0.543,16.975,13.499,-2.883,27.999,7.832,13.436,12.681,17.446,23.426,20.167,-5.604,15.318,10.553,4.573,12.829,15.062,-89.835,-101.858,-102.168
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,4,0.588504,248.870,437.780,2591.972,3433.763,49.760,129.870,224.311,33.180,24.342,4.109,6.327,8.242,34.253,16.654,19.125,8.837,20.233,-1.074,16.526,14.054,-1.915,29.747,13.953,14.884,15.046,19.707,24.381,15.794,-0.932,14.701,10.040,5.366,11.252,12.347,-64.950,-73.787,-74.197
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,5,0.589504,249.322,440.376,2588.856,3419.133,49.681,129.698,222.693,34.712,29.055,6.260,8.344,8.439,36.021,18.860,20.120,5.656,22.796,-1.310,15.852,14.592,-0.095,31.311,18.380,16.937,16.746,21.788,25.085,12.930,1.443,14.565,9.522,6.226,9.872,9.382,-41.689,-47.139,-47.641
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,6,0.590504,249.774,447.422,2587.392,3416.249,49.433,129.684,222.546,35.967,32.895,7.960,7.245,7.597,37.925,21.042,20.880,3.072,24.935,-1.958,14.925,15.087,-0.352,32.674,21.205,18.327,18.459,23.683,25.548,11.469,2.878,14.215,8.991,7.126,13.348,6.744,-21.268,-23.746,-24.325
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,7,0.591504,250.226,454.467,2585.929,3413.365,49.254,129.670,222.399,37.071,36.152,10.033,8.476,6.017,39.549,22.905,21.426,0.919,26.119,-2.479,14.166,15.644,2.459,33.880,23.388,20.091,19.906,25.263,25.802,10.492,3.297,13.973,8.617,8.078,13.017,5.007,-4.898,-5.439,-6.072
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,8,0.592504,250.574,461.513,2584.465,3410.481,49.133,129.627,222.202,38.063,38.953,11.553,9.359,4.697,41.218,24.342,21.769,-0.890,27.400,-3.155,13.722,16.294,4.662,34.973,25.017,21.298,21.410,26.418,25.854,9.955,3.719,13.562,8.554,9.118,13.352,4.621,6.337,6.208,5.554
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,9,0.593504,250.726,468.558,2583.002,3407.596,49.058,129.529,221.912,38.873,41.375,12.941,12.683,3.564,42.578,25.405,21.942,-2.502,28.434,-3.705,13.468,16.931,9.119,35.883,26.131,22.361,22.616,27.201,25.738,9.752,3.769,13.267,8.682,10.145,8.581,4.456,13.385,13.259,12.609
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,10,0.594504,250.877,475.604,2581.538,3404.712,49.048,129.432,221.622,39.474,43.454,13.914,12.695,2.421,44.282,26.416,22.226,-3.980,29.539,-4.808,13.058,17.248,10.274,36.579,26.843,23.012,24.178,27.934,25.734,9.736,3.831,12.401,8.644,10.844,11.155,4.136,17.202,17.085,16.454
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,11,0.595504,251.028,482.097,2578.846,3404.206,49.095,129.218,221.630,39.946,45.252,14.931,13.422,1.358,45.676,27.196,22.699,-5.306,30.321,-5.729,12.751,17.247,12.065,37.134,27.379,23.733,25.453,28.450,26.005,9.754,3.646,11.681,8.684,11.128,11.555,3.708,18.399,18.295,17.698
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,12,0.596504,251.180,486.628,2571.790,3412.145,49.163,128.591,222.697,40.326,46.806,15.711,9.907,1.804,46.806,27.681,22.956,-6.480,31.095,-6.480,12.644,17.369,8.103,37.567,28.110,24.304,26.505,28.708,26.343,9.456,3.806,11.062,8.859,11.224,15.874,3.216,17.588,17.498,16.945
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,13,0.597504,251.331,491.159,2564.735,3420.084,49.256,127.966,223.766,40.567,48.137,16.319,15.796,2.122,48.137,27.878,22.996,-7.571,31.818,-7.571,12.689,17.570,13.674,37.860,28.703,24.705,27.764,28.679,26.463,9.156,3.998,10.096,9.181,11.397,14.184,2.706,15.379,15.305,14.802
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,14,0.598504,251.482,495.691,2557.680,3428.023,49.371,127.344,224.837,40.669,49.251,16.962,16.166,2.041,49.251,27.795,22.817,-8.582,32.289,-8.582,12.874,17.852,14.125,38.013,29.222,25.141,28.809,28.371,26.362,8.791,4.081,9.204,9.642,11.651,14.535,2.222,12.383,12.326,11.876
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,15,0.599504,251.633,500.222,2550.624,3435.962,50.644,126.724,225.910,40.708,50.169,17.749,16.433,2.971,50.169,27.463,22.407,-9.461,32.420,-9.461,13.245,18.301,13.462,38.102,29.943,25.722,29.859,27.814,26.030,8.159,4.222,8.243,10.288,12.073,15.021,1.811,9.213,9.170,8.771
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,16,0.600504,251.785,504.753,2543.569,3443.901,50.766,126.106,226.986,40.704,50.908,18.825,14.940,4.354,50.908,27.192,21.779,-10.204,32.083,-10.204,13.512,18.925,10.586,38.146,30.533,26.593,30.532,27.321,25.478,7.612,3.940,7.613,10.824,12.668,15.356,1.517,6.478,6.447,6.095
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,17,0.601504,251.936,509.284,2536.513,3451.840,50.886,125.490,228.064,40.627,51.476,19.788,15.409,4.786,51.476,26.674,20.932,-10.849,31.687,-10.849,13.953,19.695,10.623,38.114,31.188,27.351,31.033,26.581,24.706,6.926,3.837,7.081,11.533,13.408,15.133,1.385,4.789,4.767,4.454
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,18,0.602504,252.087,513.061,2526.302,3450.718,50.988,124.585,227.995,40.509,51.870,20.771,14.797,3.910,51.870,25.890,20.361,-11.361,31.099,-11.361,14.620,20.148,10.887,38.033,31.809,28.161,31.372,25.575,24.141,6.224,3.649,6.661,12.458,13.892,15.785,1.455,4.635,4.616,4.332
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,19,0.603504,252.238,516.815,2515.991,3449.312,51.088,123.676,227.890,40.422,52.105,21.791,13.755,3.358,52.105,24.800,19.607,-11.682,30.313,-11.682,15.623,20.816,10.397,37.981,32.378,29.008,31.551,24.263,23.390,5.603,3.370,6.430,13.717,14.591,15.698,1.675,4.931,4.914,4.652
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,20,0.604504,252.390,520.569,2505.681,3447.907,51.187,122.772,227.784,40.379,52.194,22.911,13.825,3.047,52.194,24.484,18.677,-11.815,29.283,-11.815,15.895,21.702,10.778,37.972,32.880,29.955,31.585,23.726,22.465,5.092,2.924,6.387,14.245,15.506,15.996,2.012,5.266,5.250,5.008
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,21,0.605504,252.541,524.322,2495.370,3446.502,51.284,121.874,227.679,40.357,52.151,23.858,13.923,2.582,52.151,24.641,17.617,-11.794,28.293,-11.794,15.716,22.740,11.341,37.983,33.298,30.731,31.486,23.663,21.410,4.684,2.567,6.497,14.320,16.573,15.797,2.450,5.630,5.615,5.391
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,22,0.606504,252.692,528.076,2485.060,3445.097,51.381,120.980,227.574,40.347,51.992,24.618,14.750,2.346,51.992,24.636,16.472,-11.645,27.374,-11.645,15.711,23.875,12.404,38.005,33.627,31.319,31.272,23.437,20.270,4.378,2.308,6.734,14.568,17.736,15.765,2.974,6.016,5.999,5.790
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,23,0.607504,252.635,531.830,2474.750,3443.692,51.454,120.040,227.369,40.361,51.746,25.308,15.985,2.400,51.746,24.934,15.870,-11.385,26.437,-11.385,15.427,24.491,13.586,38.055,33.945,31.821,30.966,23.511,19.670,4.111,2.123,7.089,14.544,18.386,15.774,3.570,6.415,6.393,6.199
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,24,0.608504,252.182,539.460,2466.177,3428.300,51.561,119.160,225.206,40.359,51.433,26.050,16.654,1.642,51.433,25.162,15.684,-11.074,25.383,-11.074,15.196,24.675,15.013,38.131,34.860,32.171,30.531,23.394,19.110,3.271,2.690,7.600,14.737,19.021,16.998,4.222,6.817,6.789,6.606
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,25,0.609504,251.729,548.600,2458.282,3407.460,51.693,118.346,222.368,40.291,51.060,26.611,17.629,1.421,51.060,25.226,16.359,-10.769,24.450,-10.769,15.065,23.933,16.208,38.150,35.807,32.273,30.015,23.070,19.270,2.343,3.535,8.135,15.080,18.880,18.952,4.916,7.213,7.176,7.004
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,26,0.610504,251.276,557.740,2450.386,3386.621,51.818,117.536,219.547,40.204,50.628,27.009,18.459,0.962,50.628,25.174,17.277,-10.424,23.619,-10.424,15.030,22.927,17.498,38.144,36.534,32.212,29.440,22.635,19.675,1.610,4.322,8.704,15.509,18.469,18.953,5.636,7.595,7.546,7.382
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,27,0.611504,250.823,566.880,2442.491,3365.781,51.936,116.732,216.742,40.165,50.143,27.315,19.076,1.901,50.143,25.064,17.939,-9.978,22.829,-9.978,15.101,22.225,17.175,38.182,37.061,32.058,28.813,22.145,19.825,1.121,5.003,9.368,16.036,18.356,18.377,6.368,7.954,7.888,7.733
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,28,0.612504,250.370,576.020,2434.595,3344.942,52.049,115.932,213.953,40.140,49.608,27.629,19.450,2.858,49.608,24.923,18.531,-9.468,21.978,-9.468,15.217,21.609,16.592,38.229,37.409,31.911,28.136,21.629,19.906,0.820,5.498,10.092,16.600,18.323,19.924,7.107,8.284,8.197,8.049
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,29,0.613504,249.917,585.160,2426.700,3324.103,52.154,115.137,211.181,40.044,49.026,27.753,20.818,2.851,49.026,24.730,18.975,-8.982,21.273,-8.982,15.314,21.069,17.967,38.201,37.605,31.573,27.414,21.064,19.839,0.596,6.033,10.787,17.137,18.362,19.669,7.948,8.604,8.491,8.349
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,30,0.614504,249.464,598.521,2417.099,3312.813,52.322,114.201,209.593,39.921,48.398,27.740,19.232,1.618,48.398,24.458,19.252,-8.477,20.657,-8.477,15.463,20.669,17.614,38.168,37.928,30.902,26.585,20.277,19.663,0.240,7.026,11.583,17.891,18.505,18.975,8.893,8.919,8.775,8.638
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,31,0.615504,249.011,616.647,2405.574,3312.305,52.548,113.109,209.329,39.846,47.725,27.640,19.649,-0.261,47.725,24.085,19.437,-7.879,20.085,-7.879,15.761,20.409,19.910,38.203,38.308,29.920,25.645,19.234,19.472,-0.105,8.388,12.557,18.969,18.731,18.435,9.909,9.229,9.050,8.915
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,32,0.616504,248.558,634.773,2394.048,3311.797,52.753,112.026,209.064,39.778,47.003,27.614,21.365,-1.481,43.428,24.051,19.534,-7.224,19.389,-3.649,15.727,20.245,22.845,38.234,38.455,29.003,21.083,18.543,19.207,-0.222,9.452,17.151,19.691,19.027,18.692,10.962,9.530,9.313,9.180
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,33,0.617504,248.105,652.899,2382.522,3311.290,52.940,110.953,208.800,39.635,46.252,30.368,22.649,-1.900,43.926,24.793,19.452,-6.617,15.884,-4.291,14.842,20.183,24.548,38.180,38.436,30.852,21.318,18.639,18.774,-0.256,7.584,16.861,19.541,19.405,19.383,12.016,9.821,9.564,9.430
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,34,0.618504,247.652,671.025,2370.997,3310.782,53.109,109.889,208.536,39.489,45.489,30.961,22.441,-1.586,44.451,25.389,19.110,-6.000,14.528,-4.961,14.101,20.379,24.027,38.115,38.296,30.524,21.580,18.600,18.095,-0.181,7.772,16.535,19.516,20.020,18.998,13.039,10.100,9.801,9.666
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,35,0.619504,247.199,689.151,2359.471,3310.274,53.262,108.835,208.273,39.405,44.732,31.489,22.584,-0.258,44.947,26.081,18.452,-5.327,13.243,-5.542,13.324,20.953,22.842,38.105,38.078,30.109,21.816,18.667,17.110,0.028,7.969,16.290,19.438,20.996,19.425,13.995,10.364,10.024,9.886
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,36,0.620504,246.746,704.566,2347.091,3309.736,53.373,107.722,208.005,39.319,43.984,31.946,23.166,2.217,45.423,26.612,17.822,-4.665,12.038,-6.104,12.707,21.498,20.948,38.078,37.736,29.730,22.068,18.648,16.246,0.342,8.006,16.010,19.430,21.832,19.350,14.852,10.611,10.231,10.089
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,37,0.621504,246.293,710.351,2331.676,3309.094,53.379,106.377,207.725,39.179,43.284,32.493,24.077,1.452,45.836,26.998,18.184,-4.105,10.791,-6.657,12.181,20.995,22.626,37.961,37.193,29.904,22.384,18.717,16.670,0.768,7.289,15.577,19.244,21.291,19.982,15.573,10.840,10.421,10.274
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,38,0.622504,245.848,716.136,2316.261,3308.452,53.385,105.050,207.449,39.066,42.655,33.121,25.760,0.465,46.167,27.228,19.232,-3.589,9.534,-7.101,11.838,19.835,25.295,37.870,36.713,30.155,22.616,18.630,17.779,1.157,6.559,15.254,19.240,20.091,20.467,16.126,11.047,10.593,10.438
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,39,0.623504,245.418,721.922,2300.847,3307.810,53.391,103.743,207.180,38.993,42.250,33.722,26.363,0.019,46.433,27.294,20.056,-3.258,8.528,-7.440,11.699,18.937,26.344,37.818,36.450,30.373,22.784,18.379,18.665,1.367,6.077,15.034,19.439,19.153,21.732,16.490,11.231,10.743,10.577
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,40,0.624504,244.987,727.707,2285.432,3307.168,53.396,102.454,206.910,38.889,41.950,34.314,28.915,-0.200,46.645,27.244,20.632,-3.061,7.636,-7.757,11.645,18.257,29.115,37.735,36.286,30.577,22.898,18.011,19.302,1.449,5.709,14.836,19.723,18.433,21.666,16.697,11.393,10.873,10.691
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,41,0.625504,244.557,733.492,2270.017,3306.526,53.400,101.181,206.641,38.766,41.690,34.902,28.469,-0.174,46.777,27.109,20.948,-2.925,6.788,-8.012,11.656,17.818,28.642,37.632,36.156,30.770,22.931,17.560,19.679,1.475,5.386,14.701,20.072,17.952,21.971,16.788,11.537,10.984,10.786
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,42,0.626504,244.127,739.278,2254.602,3305.884,53.402,99.925,206.372,38.683,41.445,35.538,27.585,0.061,46.809,26.898,21.049,-2.763,5.907,-8.127,11.785,17.634,27.524,37.568,36.037,31.004,22.863,17.031,19.842,1.532,5.033,14.705,20.538,17.727,22.882,16.803,11.665,11.081,10.863
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,43,0.627504,243.696,743.680,2241.865,3302.861,53.391,98.884,205.816,38.614,41.182,36.148,27.477,0.850,46.744,27.346,20.980,-2.568,5.035,-8.130,11.269,17.635,26.627,37.515,35.871,31.285,22.719,17.224,19.793,1.645,4.586,14.797,20.291,17.722,22.272,16.780,11.781,11.166,10.929
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,44,0.628504,243.266,748.040,2229.211,3299.764,53.379,97.861,205.251,38.512,40.938,36.722,27.919,1.222,46.585,27.857,21.226,-2.426,4.215,-8.073,10.655,17.285,26.696,37.428,35.719,31.528,22.481,17.483,20.060,1.708,4.192,14.947,19.945,17.368,23.505,16.760,11.889,11.241,10.986
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,45,0.629504,242.836,752.400,2216.558,3296.666,53.367,96.850,204.688,38.406,40.742,37.266,28.278,1.002,46.541,28.273,21.529,-2.337,3.476,-8.135,10.132,16.876,27.275,37.336,35.614,31.735,22.357,17.646,20.382,1.722,3.880,14.979,19.690,16.954,22.350,16.784,11.991,11.310,11.039
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,46,0.630504,242.406,756.759,2203.905,3293.569,53.354,95.851,204.126,38.324,40.557,37.797,28.570,0.719,46.474,28.570,21.649,-2.233,2.760,-8.150,9.755,16.676,27.851,37.269,35.517,31.921,22.210,17.690,20.522,1.752,3.596,15.059,19.579,16.747,21.276,16.889,12.091,11.376,11.091
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,47,0.631504,241.975,761.119,2191.252,3290.471,53.340,94.864,203.564,38.249,40.356,38.307,29.128,-0.539,46.349,29.050,21.588,-2.107,2.050,-8.100,9.199,16.661,29.667,37.208,35.401,32.081,22.004,17.916,20.482,1.806,3.320,15.203,19.291,16.726,21.457,17.118,12.192,11.440,11.148
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,48,0.632504,241.545,765.479,2178.598,3287.374,53.325,93.888,203.004,38.140,40.169,38.796,29.765,-0.845,46.155,29.724,21.334,-2.029,1.373,-8.015,8.416,16.807,30.610,37.112,35.296,32.213,21.729,18.337,20.249,1.816,3.083,15.383,18.775,16.864,21.390,17.507,12.295,11.504,11.209
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,49,0.633504,241.115,776.385,2166.770,3278.285,53.361,92.982,201.729,38.033,40.032,39.269,30.403,-1.042,45.896,30.339,20.922,-1.999,0.763,-7.863,7.694,17.111,31.444,37.035,35.332,31.918,21.301,18.538,19.601,1.703,3.414,15.733,18.497,17.434,22.018,18.056,12.369,11.539,11.251
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,50,0.634504,240.684,789.841,2155.262,3266.863,53.413,92.107,200.180,37.952,39.897,39.719,30.888,-1.748,45.587,30.887,20.562,-1.944,0.178,-7.635,7.066,17.390,32.636,36.987,35.391,31.399,20.788,18.612,18.909,1.596,3.993,16.200,18.376,18.079,20.869,18.729,12.416,11.548,11.272
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,51,0.635504,240.254,803.297,2143.755,3255.440,53.460,91.243,198.638,37.886,39.750,40.151,31.580,-2.727,45.237,31.342,20.017,-1.863,-0.402,-7.350,6.544,17.870,34.308,36.953,35.425,30.804,20.232,18.596,18.034,1.527,4.621,16.721,18.357,18.918,20.910,19.494,12.447,11.540,11.281
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,52,0.636504,239.824,816.753,2132.248,3244.018,53.503,90.389,197.101,37.804,39.612,40.576,32.393,-3.813,44.845,31.691,19.860,-1.809,-0.964,-7.042,6.112,17.944,36.206,36.900,35.455,30.131,19.635,18.475,17.553,1.444,5.324,17.265,18.424,19.346,20.507,20.313,12.473,11.527,11.288
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,53,0.637504,239.481,830.210,2120.740,3232.596,53.553,89.562,195.609,37.732,39.518,41.010,33.371,-5.261,44.423,31.966,19.655,-1.786,-1.492,-6.691,5.766,18.076,38.633,36.855,35.514,29.406,19.007,18.284,17.030,1.341,6.108,17.848,18.571,19.825,20.633,21.152,12.507,11.520,11.300
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,54,0.638504,239.306,843.666,2109.233,3221.174,53.620,88.777,194.192,37.691,39.412,41.428,34.575,-5.498,43.996,32.180,19.756,-1.721,-2.016,-6.305,5.511,17.936,40.073,36.840,35.545,28.615,18.377,18.038,16.818,1.295,6.930,18.462,18.802,20.021,20.569,21.977,12.560,11.528,11.327
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,55,0.639504,239.130,855.224,2101.906,3219.440,53.672,88.269,193.914,37.670,39.305,41.822,34.139,-4.295,43.584,32.330,20.185,-1.635,-2.517,-5.914,5.340,17.486,38.435,36.840,35.550,27.879,17.794,17.821,17.069,1.290,7.671,19.046,19.018,19.771,20.038,22.752,12.643,11.564,11.377
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,56,0.640504,238.954,864.641,2099.299,3228.645,53.710,88.068,194.920,37.635,39.201,42.199,32.484,-3.626,43.193,32.405,20.341,-1.566,-2.998,-5.558,5.230,17.295,36.110,36.821,35.535,27.258,17.268,17.636,17.195,1.286,8.277,19.553,19.186,19.626,21.715,23.443,12.767,11.637,11.460
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,57,0.641504,238.779,874.057,2096.692,3237.850,53.746,87.867,195.927,37.597,39.126,42.588,32.424,-3.403,42.825,32.421,20.186,-1.529,-3.461,-5.228,5.176,17.411,35.827,36.800,35.546,26.568,16.765,17.392,17.012,1.254,8.978,20.035,19.408,19.788,21.930,24.014,12.946,11.759,11.583
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,58,0.642504,238.603,883.474,2094.085,3247.056,53.782,87.667,196.936,37.579,39.039,42.966,32.476,-4.479,42.966,32.403,19.660,-1.460,-3.927,-5.387,5.176,17.919,36.955,36.797,35.541,25.771,16.770,17.115,16.458,1.256,9.770,20.027,19.682,20.339,22.813,24.434,13.190,11.941,11.758
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,59,0.643504,238.427,892.890,2091.478,3256.261,53.818,87.467,197.946,37.576,38.966,43.307,32.390,-4.585,43.307,32.363,18.798,-1.390,-4.342,-5.731,5.212,18.777,36.975,36.809,35.546,24.824,16.976,16.818,15.568,1.263,10.722,19.833,19.990,21.240,22.876,24.718,13.522,12.205,12.002
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,60,0.644504,238.251,902.307,2088.871,3265.466,53.852,87.268,198.958,37.558,38.897,43.602,32.517,-3.603,43.602,32.303,17.613,-1.338,-4.705,-6.044,5.256,19.946,36.120,36.806,35.553,23.698,17.136,16.502,14.356,1.253,11.855,19.670,20.304,22.450,23.729,24.894,13.928,12.538,12.306
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,61,0.645504,238.076,910.080,2085.263,3272.394,53.877,87.006,199.701,37.515,38.850,43.874,32.594,-3.693,43.874,32.232,16.084,-1.335,-5.024,-6.359,5.283,21.430,36.287,36.774,35.566,22.664,17.292,16.202,12.816,1.208,12.902,19.482,20.571,23.958,22.868,24.987,14.388,12.920,12.654
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,62,0.646504,237.900,912.019,2078.103,3271.239,53.868,86.523,199.488,37.479,38.807,44.114,32.744,-2.828,44.114,32.184,16.156,-1.328,-5.307,-6.636,5.294,21.323,35.572,36.741,35.539,22.470,17.489,16.024,12.928,1.201,13.070,19.252,20.717,23.813,21.514,25.019,14.883,13.333,13.027
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,63,0.647504,237.724,913.957,2070.943,3270.083,53.858,86.043,199.274,37.449,38.785,44.306,32.647,-2.267,44.306,32.170,16.833,-1.336,-5.521,-6.857,5.278,20.616,34.914,36.714,35.533,22.217,17.637,15.879,13.645,1.181,13.316,19.077,20.835,23.069,22.101,25.014,15.390,13.757,13.410
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,64,0.648504,237.549,915.896,2063.783,3268.927,53.849,85.567,199.061,37.408,38.765,44.439,32.617,-1.945,44.439,32.183,17.277,-1.357,-5.674,-7.031,5.225,20.131,34.562,36.676,35.529,21.896,17.726,15.759,14.129,1.148,13.633,18.951,20.917,22.547,21.255,24.995,15.891,14.172,13.784
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,65,0.649504,237.373,917.835,2056.623,3267.771,53.840,85.094,198.848,37.326,38.750,44.531,33.113,-1.820,44.531,32.189,17.475,-1.424,-5.781,-7.204,5.137,19.852,34.933,36.598,35.529,21.527,17.773,15.634,14.367,1.068,14.003,18.825,20.964,22.230,21.619,24.985,16.364,14.558,14.133
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,66,0.650504,237.197,919.773,2049.463,3266.615,53.830,84.625,198.636,37.254,38.739,44.579,33.602,-1.917,44.579,32.178,17.421,-1.485,-5.839,-7.324,5.076,19.833,35.519,36.528,35.534,21.107,17.776,15.490,14.354,0.994,14.427,18.752,21.038,22.174,22.364,25.007,16.790,14.897,14.441
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,67,0.651504,237.022,921.712,2042.303,3265.459,53.821,84.160,198.423,37.196,38.736,44.580,33.780,-2.138,44.580,32.315,17.118,-1.540,-5.844,-7.384,4.881,20.078,35.918,36.473,35.546,20.638,17.732,15.495,14.091,0.927,14.908,18.741,20.978,22.382,22.379,25.085,17.147,15.169,14.689
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,68,0.652504,236.887,922.147,2037.025,3252.568,53.808,83.819,196.847,37.150,38.734,44.647,33.714,-1.810,44.647,32.712,16.562,-1.584,-5.913,-7.497,4.438,20.588,35.524,36.428,35.548,20.529,17.779,15.817,13.409,0.880,15.019,18.649,20.611,23.019,22.380,25.237,17.417,15.355,14.862
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,69,0.653504,236.832,922.536,2031.806,3239.310,53.803,83.497,195.267,37.078,38.725,44.858,33.768,-1.040,44.858,33.025,16.500,-1.647,-6.134,-7.780,4.053,20.578,34.807,36.356,35.541,20.624,17.973,16.058,13.216,0.815,14.916,18.384,20.298,23.140,21.797,25.421,17.596,15.449,14.953
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,70,0.654504,236.776,922.924,2026.587,3226.052,53.799,83.178,193.692,37.032,38.721,45.027,33.718,0.161,45.027,33.303,17.750,-1.690,-6.305,-7.995,3.729,19.281,33.557,36.310,35.539,20.676,18.123,16.265,14.335,0.771,14.863,18.187,20.045,21.975,22.032,25.622,17.704,15.470,14.978
