Filename,var1,var2,Label,seg_Start,seg_End,t,t_ms,f0,F1,F2,F3,B1,B2,B3,H1u,H2u,H4u,H2Ku,H5Ku,A1u,A2u,A3u,H1H2u,H2H4u,H1A1u,H1A2u,H1A3u,H2KH5Ku,H1c,H2c,H4c,A1c,A2c,A3c,H1H2c,H2H4c,H1A1c,H1A2c,H1A3c,CPP,HNR05,HNR15,HNR25,HNR35
baca-read,baca,read,v,0.099119,0.200695,1,0.099119,126.646,388.663,1440.441,2354.356,173.898,219.999,871.648,40.494,42.005,31.864,16.635,4.611,36.569,24.947,7.884,-1.510,10.140,3.926,15.547,32.611,12.024,39.601,38.075,29.073,28.535,29.829,32.208,1.526,9.002,11.066,9.772,7.393,10.035,8.187,18.034,17.882,17.849
baca-read,baca,read,v,0.099119,0.200695,2,0.100119,126.571,394.433,1435.608,2324.938,140.407,217.992,894.779,41.086,42.594,33.972,16.523,5.903,37.389,25.272,7.288,-1.508,8.622,3.697,15.813,33.798,10.620,40.167,38.437,30.207,27.477,29.907,31.384,1.730,8.230,12.691,10.260,8.784,9.735,8.825,14.819,14.674,14.645
baca-read,baca,read,v,0.099119,0.200695,3,0.101119,126.497,399.236,1418.857,2332.760,128.134,211.944,831.052,41.614,43.052,35.851,13.392,6.861,38.268,25.612,7.653,-1.439,7.201,3.346,16.002,33.961,6.531,40.700,38.886,31.425,27.465,29.714,31.410,1.814,7.461,13.235,10.986,9.289,11.753,9.439,11.681,11.543,11.519
baca-read,baca,read,v,0.099119,0.200695,4,0.102119,126.422,403.931,1400.770,2344.760,118.242,205.442,757.581,42.072,43.426,37.571,13.056,5.704,39.472,26.011,8.685,-1.354,5.855,2.600,16.061,33.388,7.352,41.166,39.279,32.497,27.863,29.538,32.019,1.887,6.782,13.303,11.628,9.147,11.635,9.973,9.240,9.109,9.088
baca-read,baca,read,v,0.099119,0.200695,5,0.103119,126.347,408.626,1382.683,2356.760,108.350,198.940,684.110,42.459,43.745,39.132,12.749,5.343,40.404,26.479,9.603,-1.286,4.613,2.055,15.980,32.856,7.406,41.561,39.627,33.380,27.924,29.416,32.420,1.934,6.247,13.637,12.145,9.141,10.394,10.373,8.116,7.989,7.971
baca-read,baca,read,v,0.099119,0.200695,6,0.104119,126.273,413.321,1364.595,2368.759,98.457,192.438,610.640,42.820,44.039,40.459,10.480,1.849,41.102,27.003,10.392,-1.218,3.580,1.718,15.817,32.429,8.631,41.932,39.958,33.996,27.674,29.337,32.580,1.974,5.962,14.258,12.595,9.351,14.263,10.636,8.262,8.138,8.122
baca-read,baca,read,v,0.099119,0.200695,7,0.105119,126.198,418.016,1346.508,2380.759,88.565,185.936,537.169,43.230,44.346,41.586,17.037,3.335,41.685,27.505,10.897,-1.115,2.760,1.546,15.725,32.334,13.702,42.352,40.308,34.376,27.216,29.219,32.321,2.043,5.932,15.136,13.133,10.031,13.952,10.857,8.471,8.352,8.336
baca-read,baca,read,v,0.099119,0.200695,8,0.106119,126.123,422.711,1328.421,2392.759,78.673,179.435,463.698,43.615,44.689,42.573,7.816,-1.678,42.573,27.897,10.940,-1.075,2.117,1.042,15.718,32.674,9.494,42.747,40.702,34.576,26.949,28.976,31.426,2.045,6.126,15.797,13.771,11.320,13.631,11.047,8.692,8.577,8.562
baca-read,baca,read,v,0.099119,0.200695,9,0.107119,126.049,427.991,1328.567,2397.705,74.688,176.652,426.909,43.926,45.047,43.450,7.617,-1.730,43.450,28.104,10.841,-1.121,1.598,0.477,15.822,33.085,9.347,43.077,41.156,34.711,27.250,28.817,30.466,1.921,6.445,15.827,14.260,12.611,14.435,11.214,8.924,8.813,8.799
baca-read,baca,read,v,0.099119,0.200695,10,0.108119,125.974,433.588,1338.569,2398.838,73.898,175.879,409.949,44.180,45.355,44.252,11.591,-0.299,44.252,28.083,12.269,-1.175,1.103,-0.072,16.096,31.910,11.890,43.352,41.579,34.787,27.837,28.584,31.143,1.773,6.792,15.515,14.768,12.209,15.245,11.366,9.167,9.060,9.046
baca-read,baca,read,v,0.099119,0.200695,11,0.109119,125.899,439.185,1348.571,2399.971,73.107,175.107,392.988,44.365,45.582,45.003,9.892,0.284,45.003,29.307,13.682,-1.217,0.579,-0.638,15.058,30.682,9.608,43.558,41.916,34.781,28.373,29.597,31.793,1.642,7.135,15.185,13.961,11.765,16.211,11.512,9.421,9.318,9.304
baca-read,baca,read,v,0.099119,0.200695,12,0.110119,125.825,444.782,1358.574,2401.104,72.317,174.334,376.028,44.494,45.779,45.742,11.021,0.268,45.742,30.202,14.879,-1.285,0.036,-1.249,14.291,29.615,10.753,43.707,42.218,34.732,28.899,30.285,32.213,1.490,7.486,14.809,13.423,11.495,16.959,11.658,9.686,9.585,9.570
baca-read,baca,read,v,0.099119,0.200695,13,0.111119,125.765,450.379,1368.576,2402.237,71.526,173.562,359.067,44.570,45.966,46.458,11.851,0.251,46.458,30.816,15.859,-1.396,-0.491,-1.887,13.754,28.711,11.600,43.803,42.505,34.631,29.400,30.693,32.401,1.298,7.874,14.403,13.111,11.402,16.521,11.814,9.961,9.860,9.845
baca-read,baca,read,v,0.099119,0.200695,14,0.112119,125.745,455.976,1378.578,2403.370,70.735,172.789,342.107,44.626,46.152,47.101,12.351,3.106,47.101,31.198,16.654,-1.526,-0.949,-2.474,13.428,27.972,9.245,43.878,42.784,34.444,29.830,30.871,32.388,1.093,8.340,14.048,13.007,11.490,16.771,11.986,10.246,10.144,10.129
baca-read,baca,read,v,0.099119,0.200695,15,0.113119,125.726,460.338,1386.437,2403.207,69.478,174.644,328.644,44.743,46.359,47.697,13.117,5.116,47.697,31.553,17.426,-1.615,-1.338,-2.954,13.191,27.317,8.002,44.008,43.059,34.338,30.180,31.191,32.496,0.949,8.722,13.827,12.817,11.512,17.032,12.182,10.541,10.436,10.419
baca-read,baca,read,v,0.099119,0.200695,16,0.114119,125.706,462.840,1391.068,2401.092,67.516,180.453,320.446,44.839,46.609,48.267,14.221,7.588,48.267,31.975,18.280,-1.770,-1.658,-3.427,12.865,26.560,6.632,44.111,43.346,34.425,30.453,31.825,32.923,0.765,8.921,13.658,12.286,11.188,18.239,12.399,10.846,10.737,10.720
baca-read,baca,read,v,0.099119,0.200695,17,0.115119,125.687,465.343,1395.699,2398.977,65.555,186.262,312.249,44.890,46.867,48.808,15.522,8.030,48.808,32.192,19.222,-1.977,-1.941,-3.918,12.698,25.668,7.492,44.169,43.640,34.465,30.690,32.246,33.433,0.529,9.175,13.479,11.924,10.736,19.538,12.613,11.166,11.054,11.037
baca-read,baca,read,v,0.099119,0.200695,18,0.116119,125.667,467.846,1400.329,2396.862,63.594,192.071,304.051,44.939,47.059,49.323,16.974,12.498,49.323,32.251,20.206,-2.120,-2.264,-4.384,12.688,24.733,4.475,44.225,43.867,34.459,30.893,32.501,33.980,0.358,9.409,13.332,11.725,10.246,21.109,12.829,11.498,11.384,11.367
baca-read,baca,read,v,0.099119,0.200695,19,0.117119,125.647,470.349,1404.960,2394.747,61.633,197.879,295.854,44.965,47.171,49.815,18.343,11.691,49.815,32.201,21.164,-2.206,-2.644,-4.850,12.764,23.801,6.653,44.258,44.015,34.408,31.066,32.638,34.494,0.243,9.607,13.193,11.620,9.765,22.193,13.050,11.841,11.724,11.707
baca-read,baca,read,v,0.099119,0.200695,20,0.118119,125.628,472.851,1409.591,2392.632,59.672,203.688,287.656,44.973,47.271,50.304,19.314,12.288,50.304,32.093,22.021,-2.298,-3.032,-5.331,12.880,22.951,7.026,44.274,44.150,34.331,31.226,32.711,34.901,0.123,9.819,13.048,11.562,9.373,21.865,13.281,12.194,12.073,12.055
baca-read,baca,read,v,0.099119,0.200695,21,0.119119,125.608,475.164,1414.627,2391.261,57.720,208.625,279.326,44.971,47.375,50.770,19.938,13.122,50.770,31.943,22.739,-2.404,-3.395,-5.799,13.027,22.232,6.817,44.278,44.286,34.242,31.361,32.710,35.166,-0.008,10.044,12.917,11.568,9.112,21.856,13.527,12.555,12.426,12.407
baca-read,baca,read,v,0.099119,0.200695,22,0.120119,125.588,476.392,1421.977,2394.137,55.818,208.584,270.239,44.975,47.476,51.186,20.473,13.831,51.186,31.735,23.297,-2.501,-3.710,-6.211,13.240,21.678,6.641,44.285,44.405,34.284,31.470,32.503,35.295,-0.119,10.121,12.816,11.783,8.991,17.647,13.791,12.922,12.782,12.761
baca-read,baca,read,v,0.099119,0.200695,23,0.121119,125.569,477.621,1429.326,2397.012,53.916,208.543,261.152,45.068,47.600,51.580,21.045,14.332,51.580,32.415,23.713,-2.533,-3.980,-6.513,12.653,21.354,6.713,44.382,44.546,34.289,31.548,33.185,35.272,-0.164,10.258,12.835,11.197,9.110,20.342,14.078,13.296,13.137,13.114
baca-read,baca,read,v,0.099119,0.200695,24,0.122119,125.549,478.849,1436.675,2399.888,52.015,208.501,252.066,45.141,47.761,51.965,21.975,14.842,51.965,33.183,24.008,-2.620,-4.204,-6.824,11.958,21.134,7.132,44.459,44.725,34.269,31.605,33.954,35.117,-0.266,10.456,12.854,10.506,9.342,17.258,14.392,13.673,13.490,13.463
baca-read,baca,read,v,0.099119,0.200695,25,0.123119,125.530,480.078,1444.025,2402.763,50.113,208.460,242.979,45.184,47.910,52.334,22.068,15.145,52.334,33.885,24.511,-2.726,-4.424,-7.150,11.298,20.672,6.924,44.506,44.891,34.216,31.635,34.657,35.160,-0.386,10.675,12.871,9.848,9.345,18.430,14.737,14.053,13.838,13.804
baca-read,baca,read,v,0.099119,0.200695,26,0.124119,125.510,481.306,1451.374,2405.639,48.212,208.419,233.892,45.243,47.985,52.683,22.562,15.138,52.683,34.524,25.186,-2.742,-4.697,-7.439,10.719,20.057,7.424,44.569,44.984,34.124,31.632,35.296,35.362,-0.415,10.860,12.937,9.273,9.207,18.212,15.133,14.447,14.190,14.149
baca-read,baca,read,v,0.099119,0.200695,27,0.125119,125.490,482.535,1458.723,2408.514,46.310,208.378,224.805,45.276,48.003,53.009,23.220,15.894,53.009,35.106,25.811,-2.727,-5.006,-7.733,10.170,19.465,7.327,44.605,45.019,33.989,31.593,35.879,35.501,-0.414,11.030,13.013,8.727,9.104,20.337,15.602,14.877,14.568,14.518
baca-read,baca,read,v,0.099119,0.200695,28,0.126119,125.498,483.288,1463.346,2413.582,44.855,199.977,223.314,45.302,48.035,53.322,24.061,14.767,53.322,35.649,26.370,-2.733,-5.288,-8.021,9.653,18.932,9.294,44.633,45.060,33.991,31.618,36.069,35.957,-0.427,11.070,13.015,8.564,8.675,22.096,16.126,15.333,14.962,14.902
baca-read,baca,read,v,0.099119,0.200695,29,0.127119,125.578,483.989,1467.662,2418.895,43.450,190.638,222.676,45.324,48.078,53.606,24.856,14.182,53.606,36.144,26.896,-2.754,-5.527,-8.281,9.180,18.429,10.674,44.656,45.108,34.027,31.615,36.154,36.423,-0.452,11.081,13.041,8.502,8.233,22.932,16.684,15.801,15.362,15.290
baca-read,baca,read,v,0.099119,0.200695,30,0.128119,125.659,484.690,1471.978,2424.209,42.045,181.299,222.037,45.343,48.119,53.841,23.686,13.372,53.841,36.579,27.344,-2.776,-5.722,-8.498,8.764,17.999,10.314,44.676,45.153,34.008,31.555,36.157,36.812,-0.477,11.145,13.121,8.519,7.864,23.432,17.255,16.269,15.758,15.674
baca-read,baca,read,v,0.099119,0.200695,31,0.129119,125.739,485.390,1476.295,2429.522,40.640,171.961,221.398,45.434,48.197,54.055,23.796,12.453,54.055,36.955,27.527,-2.763,-5.858,-8.621,8.479,17.908,11.343,44.768,45.236,33.962,31.464,36.078,36.935,-0.468,11.273,13.304,8.690,7.833,22.654,17.819,16.725,16.139,16.041
baca-read,baca,read,v,0.099119,0.200695,32,0.130119,125.820,486.091,1480.611,2434.836,39.235,162.622,220.759,45.475,48.312,54.259,22.681,11.701,54.259,37.264,27.715,-2.837,-5.948,-8.785,8.211,17.759,10.980,44.809,45.355,33.900,31.352,35.906,37.064,-0.545,11.455,13.457,8.903,7.745,22.367,18.355,17.156,16.495,16.384
baca-read,baca,read,v,0.099119,0.200695,33,0.131119,125.900,486.792,1484.927,2440.149,37.830,153.283,220.120,45.484,48.395,54.451,21.547,11.541,54.451,37.479,27.899,-2.911,-6.056,-8.967,8.005,17.585,10.006,44.820,45.442,33.817,31.217,35.612,37.188,-0.622,11.626,13.603,9.208,7.632,21.413,18.843,17.549,16.816,16.690
baca-read,baca,read,v,0.099119,0.200695,34,0.132119,125.980,487.477,1488.607,2443.196,37.204,151.879,219.664,45.506,48.407,54.627,20.794,12.243,54.627,37.586,28.010,-2.901,-6.220,-9.121,7.919,17.495,8.551,44.842,45.459,33.817,31.238,35.637,37.229,-0.617,11.643,13.604,9.205,7.613,18.635,19.262,17.893,17.090,16.951
baca-read,baca,read,v,0.099119,0.200695,35,0.133119,126.061,488.154,1491.942,2445.018,37.000,154.763,219.307,45.485,48.388,54.787,23.177,16.814,54.787,37.685,28.043,-2.904,-6.399,-9.303,7.800,17.442,6.363,44.823,45.446,33.856,31.341,35.893,37.185,-0.624,11.590,13.482,8.930,7.637,19.764,19.591,18.173,17.309,17.155
baca-read,baca,read,v,0.099119,0.200695,36,0.134119,126.141,488.831,1495.277,2446.840,36.795,157.647,218.949,45.479,48.401,54.941,23.617,18.433,54.941,37.965,27.991,-2.921,-6.540,-9.462,7.515,17.488,5.183,44.819,45.464,33.888,31.437,36.328,37.058,-0.645,11.576,13.382,8.491,7.761,20.916,19.817,18.381,17.460,17.292
baca-read,baca,read,v,0.099119,0.200695,37,0.135119,126.221,489.507,1498.612,2448.661,36.591,160.531,218.591,45.481,48.420,55.072,23.872,19.742,55.072,38.152,27.871,-2.939,-6.651,-9.590,7.329,17.611,4.130,44.822,45.489,33.896,31.509,36.667,36.861,-0.667,11.593,13.313,8.155,7.960,21.951,19.958,18.520,17.543,17.359
baca-read,baca,read,v,0.099119,0.200695,38,0.136119,126.302,490.184,1501.947,2450.483,36.386,163.415,218.234,45.493,48.440,55.166,23.633,20.021,55.166,38.239,28.318,-2.947,-6.725,-9.672,7.255,17.175,3.612,44.834,45.514,33.867,31.544,36.902,37.233,-0.680,11.647,13.290,7.932,7.601,22.276,20.029,18.604,17.572,17.371
baca-read,baca,read,v,0.099119,0.200695,39,0.137119,126.382,490.861,1505.282,2452.305,36.182,166.299,217.876,45.586,48.517,55.247,24.007,20.239,55.247,38.232,28.703,-2.931,-6.731,-9.661,7.354,16.883,3.768,44.928,45.596,33.824,31.567,37.042,37.542,-0.667,11.772,13.361,7.886,7.386,23.239,20.045,18.645,17.559,17.340
baca-read,baca,read,v,0.099119,0.200695,40,0.138119,126.462,491.443,1509.123,2453.952,36.057,171.553,219.000,45.607,48.624,55.320,24.216,19.864,55.320,38.160,28.953,-3.017,-6.697,-9.714,7.447,16.654,4.351,44.950,45.707,33.810,31.603,37.240,37.767,-0.757,11.897,13.347,7.710,7.183,23.159,20.021,18.655,17.517,17.281
baca-read,baca,read,v,0.099119,0.200695,41,0.139119,126.543,491.880,1513.726,2455.336,36.052,180.375,222.353,45.596,48.676,55.379,24.312,19.752,55.379,38.044,29.114,-3.080,-6.703,-9.783,7.551,16.482,4.560,44.940,45.762,33.838,31.658,37.570,37.978,-0.822,11.924,13.282,7.370,6.962,23.369,19.974,18.646,17.460,17.207
baca-read,baca,read,v,0.099119,0.200695,42,0.140119,126.623,492.318,1518.329,2456.720,36.047,189.197,225.706,45.590,48.651,55.422,24.675,19.929,55.422,37.892,29.201,-3.061,-6.771,-9.832,7.698,16.389,4.746,44.935,45.741,33.851,31.698,37.842,38.114,-0.806,11.890,13.237,7.093,6.820,23.537,19.917,18.632,17.401,17.131
baca-read,baca,read,v,0.099119,0.200695,43,0.141119,126.714,492.756,1522.932,2458.104,36.042,198.018,229.060,45.531,48.611,55.453,25.219,20.106,55.453,37.699,29.219,-3.080,-6.842,-9.922,7.831,16.312,5.114,44.876,45.703,33.860,31.724,38.055,38.179,-0.827,11.842,13.151,6.821,6.697,20.797,19.868,18.625,17.352,17.067
baca-read,baca,read,v,0.099119,0.200695,44,0.142119,126.831,493.194,1527.534,2459.488,36.037,206.840,232.413,45.506,48.607,55.483,26.086,20.492,55.483,37.468,29.161,-3.101,-6.876,-9.977,8.038,16.345,5.594,44.851,45.700,33.896,31.751,38.211,38.166,-0.849,11.805,13.100,6.641,6.685,19.670,19.840,18.637,17.327,17.029
baca-read,baca,read,v,0.099119,0.200695,45,0.143119,126.949,493.632,1532.137,2460.872,36.032,215.661,235.766,45.501,48.605,55.504,26.489,20.733,55.504,37.196,29.032,-3.104,-6.899,-10.003,8.305,16.468,5.757,44.846,45.699,33.921,31.768,38.311,38.081,-0.852,11.778,13.078,6.536,6.766,22.096,19.850,18.680,17.338,17.030
baca-read,baca,read,v,0.099119,0.200695,46,0.144119,127.067,494.054,1537.148,2462.321,36.056,224.370,240.005,45.537,48.612,55.506,37.458,21.254,55.506,36.890,28.917,-3.074,-6.895,-9.969,8.647,16.620,16.204,44.883,45.706,33.938,31.775,38.361,38.033,-0.823,11.769,13.108,6.522,6.850,23.006,19.906,18.763,17.395,17.078
baca-read,baca,read,v,0.099119,0.200695,47,0.145119,127.184,494.386,1544.485,2464.142,36.251,232.432,249.296,45.657,48.685,55.508,25.557,20.598,55.508,36.597,29.235,-3.028,-6.823,-9.851,9.060,16.422,4.959,45.003,45.780,34.004,31.826,38.404,38.559,-0.777,11.776,13.177,6.599,6.444,23.067,19.994,18.876,17.487,17.163
baca-read,baca,read,v,0.099119,0.200695,48,0.146119,127.302,494.718,1551.822,2465.962,36.445,240.494,258.587,45.688,48.781,55.501,25.897,20.506,55.501,36.319,29.460,-3.093,-6.720,-9.813,9.369,16.228,5.391,45.034,45.877,34.062,31.869,38.452,38.980,-0.843,11.815,13.165,6.582,6.055,22.264,20.103,19.009,17.604,17.274
baca-read,baca,read,v,0.099119,0.200695,49,0.147119,127.420,495.050,1559.159,2467.783,36.640,248.556,267.878,45.678,48.809,55.477,36.995,20.908,55.477,36.026,29.623,-3.132,-6.668,-9.799,9.651,16.055,16.086,45.024,45.906,34.103,31.894,38.475,39.328,-0.882,11.803,13.130,6.549,5.697,21.439,20.224,19.153,17.735,17.401
baca-read,baca,read,v,0.099119,0.200695,50,0.148119,127.537,495.383,1566.496,2469.603,36.834,256.618,277.169,45.654,48.760,55.435,36.248,21.880,55.435,35.693,29.728,-3.105,-6.675,-9.781,9.961,15.927,14.368,45.001,45.857,34.125,31.901,38.448,39.607,-0.856,11.732,13.100,6.553,5.394,19.526,20.345,19.298,17.872,17.535
baca-read,baca,read,v,0.099119,0.200695,51,0.149119,127.655,495.715,1573.833,2471.423,37.029,264.680,286.460,45.573,48.701,55.381,35.345,23.105,55.381,35.309,29.769,-3.128,-6.679,-9.807,10.264,15.804,12.240,44.920,45.799,34.134,31.895,38.361,39.814,-0.879,11.665,13.026,6.559,5.106,19.717,20.456,19.435,18.003,17.665
baca-read,baca,read,v,0.099119,0.200695,52,0.150119,127.773,496.047,1581.169,2473.244,37.223,272.742,295.751,45.534,48.682,55.330,26.897,25.098,55.330,34.887,29.743,-3.148,-6.648,-9.796,10.647,15.792,1.799,44.881,45.780,34.146,31.892,38.228,39.944,-0.899,11.634,12.989,6.654,4.937,21.036,20.546,19.553,18.119,17.780
baca-read,baca,read,v,0.099119,0.200695,53,0.151119,127.890,496.195,1588.554,2479.526,37.532,272.381,299.552,45.518,48.654,55.280,27.719,25.506,55.280,34.434,29.656,-3.136,-6.625,-9.762,11.084,15.862,2.213,44.865,45.750,34.219,31.918,37.802,39.913,-0.886,11.531,12.946,7.063,4.951,21.769,20.605,19.644,18.210,17.872
baca-read,baca,read,v,0.099119,0.200695,54,0.152119,128.008,496.321,1595.943,2486.309,37.853,271.076,302.736,45.571,48.647,55.223,28.704,23.176,55.223,34.285,29.509,-3.076,-6.576,-9.652,11.286,16.062,5.528,44.917,45.740,34.291,31.940,37.651,39.810,-0.824,11.449,12.977,7.266,5.107,21.763,20.622,19.698,18.265,17.929
baca-read,baca,read,v,0.099119,0.200695,55,0.153119,128.126,496.448,1603.333,2493.091,38.174,269.770,305.921,45.675,48.696,55.161,27.638,23.037,55.161,34.336,29.288,-3.020,-6.466,-9.486,11.339,16.387,4.602,45.021,45.787,34.357,31.958,37.699,39.633,-0.766,11.430,13.064,7.322,5.388,22.074,20.586,19.704,18.276,17.943
baca-read,baca,read,v,0.099119,0.200695,56,0.154119,128.243,496.575,1610.722,2499.874,38.495,268.464,309.106,45.681,48.754,55.077,27.351,22.768,55.077,34.333,29.182,-3.072,-6.323,-9.396,11.348,16.499,4.583,45.027,45.843,34.399,31.951,37.693,39.570,-0.816,11.443,13.076,7.334,5.457,20.461,20.494,19.667,18.243,17.915
baca-read,baca,read,v,0.099119,0.200695,57,0.155119,128.361,496.702,1618.112,2506.657,38.816,267.159,312.290,45.641,48.741,54.958,26.944,22.321,54.958,34.255,29.217,-3.100,-6.217,-9.317,11.385,16.423,4.623,44.986,45.828,34.405,31.909,37.611,39.646,-0.842,11.423,13.077,7.375,5.340,19.532,20.357,19.607,18.189,17.867
baca-read,baca,read,v,0.099119,0.200695,58,0.156119,128.489,496.829,1625.502,2513.439,39.137,265.853,315.475,45.574,48.656,54.804,34.165,21.778,54.804,34.084,29.124,-3.082,-6.148,-9.230,11.490,16.451,12.387,44.919,45.740,34.384,31.832,37.436,39.593,-0.821,11.355,13.087,7.483,5.326,17.250,20.182,19.524,18.113,17.799
baca-read,baca,read,v,0.099119,0.200695,59,0.157119,128.644,496.748,1631.348,2515.031,39.594,269.929,333.490,45.469,48.567,54.625,26.464,21.100,54.625,33.822,28.896,-3.097,-6.058,-9.155,11.647,16.574,5.364,44.813,45.644,34.426,31.761,37.341,39.764,-0.831,11.217,13.052,7.472,5.049,18.933,19.973,19.416,18.014,17.710
baca-read,baca,read,v,0.099119,0.200695,60,0.158119,128.798,496.554,1636.361,2513.817,40.124,276.915,359.521,45.412,48.511,54.441,26.240,20.732,54.441,33.491,28.528,-3.100,-5.930,-9.030,11.920,16.884,5.508,44.753,45.579,34.497,31.703,37.265,39.945,-0.826,11.083,13.051,7.489,4.808,18.904,19.737,19.280,17.890,17.596
baca-read,baca,read,v,0.099119,0.200695,61,0.159119,128.953,496.361,1641.373,2512.603,40.654,283.900,385.552,45.391,48.444,54.263,26.079,21.003,54.263,33.178,28.021,-3.053,-5.819,-8.872,12.213,17.370,5.076,44.731,45.503,34.567,31.648,37.201,39.942,-0.772,10.936,13.083,7.530,4.789,20.146,19.478,19.114,17.740,17.457
baca-read,baca,read,v,0.099119,0.200695,62,0.160119,129.108,496.167,1646.386,2511.389,41.184,290.886,411.583,45.460,48.403,54.081,25.729,21.805,54.081,32.896,27.359,-2.944,-5.678,-8.622,12.563,18.100,3.925,44.798,45.454,34.631,31.589,37.163,39.743,-0.656,10.823,13.209,7.635,5.055,19.744,19.202,18.916,17.562,17.291
baca-read,baca,read,v,0.099119,0.200695,63,0.161119,129.263,495.974,1651.398,2510.174,41.715,297.871,437.614,45.541,48.397,53.883,25.494,20.101,53.883,32.989,26.725,-2.856,-5.486,-8.342,12.552,18.816,5.393,44.878,45.440,34.673,31.512,37.494,39.536,-0.562,10.767,13.366,7.384,5.341,21.255,18.915,18.684,17.355,17.096
baca-read,baca,read,v,0.099119,0.200695,64,0.162119,129.418,495.780,1656.411,2508.960,42.245,304.857,463.645,45.523,48.392,53.643,25.629,20.330,53.643,33.151,26.804,-2.870,-5.250,-8.120,12.371,18.719,5.299,44.858,45.426,34.668,31.390,37.890,40.012,-0.568,10.758,13.467,6.968,4.846,20.775,18.621,18.416,17.117,16.869
baca-read,baca,read,v,0.099119,0.200695,65,0.163119,129.573,495.356,1663.551,2513.890,43.372,308.965,473.947,45.456,48.329,53.473,25.690,19.460,53.473,33.240,26.825,-2.873,-5.144,-8.017,12.216,18.632,6.231,44.789,45.352,34.841,31.465,38.149,40.176,-0.563,10.511,13.324,6.640,4.614,19.858,18.327,18.110,16.847,16.610
baca-read,baca,read,v,0.099119,0.200695,66,0.164119,129.728,494.584,1673.896,2528.068,45.399,308.742,460.572,45.366,48.207,53.285,25.862,19.112,53.285,33.246,26.782,-2.842,-5.078,-7.920,12.120,18.583,6.750,44.696,45.217,35.144,31.699,38.234,39.924,-0.521,10.073,12.997,6.462,4.771,18.201,18.016,17.742,16.524,16.299
baca-read,baca,read,v,0.099119,0.200695,67,0.165119,129.882,493.813,1684.240,2542.246,47.426,308.519,447.196,45.269,48.092,53.080,26.590,18.911,53.080,33.140,26.666,-2.823,-4.988,-7.811,12.129,18.604,7.678,44.597,45.088,35.406,31.897,38.206,39.591,-0.491,9.682,12.699,6.391,5.006,18.319,17.650,17.278,16.119,15.906
baca-read,baca,read,v,0.099119,0.200695,68,0.166119,130.037,493.041,1694.584,2556.424,49.454,308.297,433.821,45.222,48.003,52.839,28.928,19.171,52.839,32.900,26.478,-2.781,-4.836,-7.618,12.322,18.744,9.757,44.547,44.985,35.613,32.044,38.044,39.179,-0.438,9.372,12.503,6.503,5.368,18.984,17.245,16.740,15.650,15.451
baca-read,baca,read,v,0.099119,0.200695,69,0.167119,130.192,492.269,1704.929,2570.602,51.481,308.074,420.445,45.244,47.915,52.535,27.259,19.654,52.535,32.542,26.236,-2.671,-4.620,-7.291,12.702,19.008,7.605,44.566,44.884,35.737,32.112,37.762,38.702,-0.318,9.147,12.454,6.804,5.864,20.820,16.818,16.155,15.141,14.955
baca-read,baca,read,v,0.099119,0.200695,70,0.168119,130.347,491.497,1715.273,2584.780,53.508,307.851,407.069,45.336,47.848,52.173,25.065,19.893,52.173,32.127,25.993,-2.513,-4.325,-6.838,13.209,19.343,5.172,44.655,44.803,35.786,32.110,37.424,38.216,-0.148,9.017,12.546,7.232,6.439,21.067,16.387,15.547,14.611,14.440
baca-read,baca,read,v,0.099119,0.200695,71,0.169119,130.502,490.634,1725.886,2597.995,56.021,305.971,392.824,45.401,47.796,51.783,24.293,19.969,51.783,31.685,26.247,-2.395,-3.987,-6.382,13.716,19.153,4.324,44.717,44.737,35.841,32.143,37.015,38.183,-0.019,8.896,12.575,7.702,6.534,20.523,15.968,14.941,14.084,13.926
baca-read,baca,read,v,0.099119,0.200695,72,0.170119,130.657,489.249,1738.029,2605.712,61.309,294.637,373.619,45.368,47.757,51.374,31.603,19.786,51.374,31.187,26.276,-2.389,-3.618,-6.007,14.181,19.092,11.817,44.681,44.681,36.126,32.550,36.305,37.710,0.0006,8.555,12.131,8.376,6.971,19.839,15.580,14.364,13.581,13.435
baca-read,baca,read,v,0.099119,0.200695,73,0.171119,130.817,487.864,1750.172,2613.430,66.597,283.303,354.414,45.285,47.683,50.946,31.378,19.444,50.946,30.611,26.097,-2.398,-3.264,-5.661,14.674,19.189,11.934,44.595,44.590,36.350,32.873,35.501,37.005,0.005,8.240,11.723,9.094,7.590,17.550,15.241,13.839,13.124,12.988
baca-read,baca,read,v,0.099119,0.200695,74,0.172119,130.990,486.479,1762.315,2621.148,71.885,271.969,335.209,45.198,47.567,50.503,31.037,19.030,50.503,29.979,25.721,-2.368,-2.936,-5.304,15.220,19.478,12.007,44.505,44.458,36.527,33.124,34.626,36.078,0.047,7.931,11.381,9.879,8.427,17.739,14.966,13.392,12.734,12.607
baca-read,baca,read,v,0.099119,0.200695,75,0.173119,131.164,485.095,1774.458,2628.866,77.172,260.635,316.004,45.115,47.461,50.048,30.539,18.529,50.048,29.687,25.157,-2.345,-2.588,-4.933,15.429,19.959,12.011,44.419,44.337,36.657,33.317,34.075,34.934,0.082,7.680,11.102,10.344,9.485,18.238,14.775,13.048,12.433,12.313
