Filename,var1,var2,var3,Label,seg_Start,seg_End,t,t_ms,f0,F1,F2,F3,B1,B2,B3,H1u,H2u,H4u,H2Ku,H5Ku,A1u,A2u,A3u,H1H2u,H2H4u,H1A1u,H1A2u,H1A3u,H2KH5Ku,H1c,H2c,H4c,A1c,A2c,A3c,H1H2c,H2H4c,H1A1c,H1A2c,H1A3c,CPP,HNR05,HNR15,HNR25,HNR35
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,1,0.585504,247.514,441.815,2605.711,3508.865,585.302,320.188,224.054,27.528,6.994,3.107,3.378,9.538,25.134,10.032,17.827,20.533,3.887,2.394,17.496,9.701,-6.160,26.868,6.959,11.741,24.574,17.753,20.569,19.909,-4.782,2.294,9.115,6.299,14.616,17.442,-139.624,-154.945,-155.067
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,2,0.586504,247.966,440.470,2601.131,3483.831,450.096,284.877,235.430,29.488,11.899,2.619,5.940,8.405,28.916,12.273,17.748,17.589,9.280,0.572,17.215,11.740,-2.465,28.253,10.728,11.997,27.069,20.126,21.868,17.525,-1.270,1.184,8.127,6.385,14.173,16.953,-115.131,-129.521,-129.732
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,3,0.587504,248.418,439.125,2596.552,3458.797,314.890,249.566,246.805,31.392,18.553,2.754,5.073,7.956,31.935,14.417,17.893,12.840,15.799,-0.543,16.975,13.499,-2.883,29.377,15.457,12.800,27.839,22.098,23.190,13.921,2.657,1.538,7.279,6.187,12.829,15.062,-89.835,-101.858,-102.168
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,4,0.588504,248.870,437.780,2591.972,3433.763,179.683,214.256,258.181,33.180,24.342,4.109,6.327,8.242,34.253,16.654,19.125,8.837,20.233,-1.074,16.526,14.054,-1.915,30.296,18.083,14.678,25.911,23.727,25.311,12.213,3.405,4.385,6.568,4.985,11.252,12.347,-64.950,-73.787,-74.197
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,5,0.589504,249.322,440.376,2588.856,3419.133,102.864,189.318,258.821,34.712,29.055,6.260,8.344,8.439,36.021,18.860,20.120,5.656,22.796,-1.310,15.852,14.592,-0.095,31.470,20.078,16.883,22.989,24.981,26.324,11.393,3.195,8.481,6.489,5.147,9.872,9.382,-41.689,-47.139,-47.641
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,6,0.590504,249.774,447.422,2587.392,3416.249,91.964,176.092,247.340,35.967,32.895,7.960,7.245,7.597,37.925,21.042,20.880,3.072,24.935,-1.958,14.925,15.087,-0.352,32.784,22.767,18.289,23.794,26.274,26.418,10.017,4.478,8.990,6.511,6.366,13.348,6.744,-21.268,-23.746,-24.325
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,7,0.591504,250.226,454.467,2585.929,3413.365,81.064,162.866,235.860,37.071,36.152,10.033,8.476,6.017,39.549,22.905,21.426,0.919,26.119,-2.479,14.166,15.644,2.459,33.951,24.751,20.066,24.197,27.198,26.282,9.200,4.684,9.754,6.753,7.669,13.017,5.007,-4.898,-5.439,-6.072
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,8,0.592504,250.574,461.513,2584.465,3410.481,70.164,149.640,224.379,38.063,38.953,11.553,9.359,4.697,41.218,24.342,21.769,-0.890,27.400,-3.155,13.722,16.294,4.662,35.013,26.096,21.284,24.483,27.639,25.921,8.917,4.812,10.529,7.373,9.091,13.352,4.621,6.337,6.208,5.554
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,9,0.593504,250.726,468.558,2583.002,3407.596,59.263,136.414,212.898,38.873,41.375,12.941,12.683,3.564,42.578,25.405,21.942,-2.502,28.434,-3.705,13.468,16.931,9.119,35.899,26.781,22.355,24.248,27.640,25.370,9.118,4.426,11.651,8.259,10.529,8.581,4.456,13.385,13.259,12.609
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,10,0.594504,250.877,475.604,2581.538,3404.712,48.363,123.188,201.417,39.474,43.454,13.914,12.695,2.421,44.282,26.416,22.226,-3.980,29.539,-4.808,13.058,17.248,10.274,36.578,26.787,23.012,24.056,27.506,24.904,9.791,3.775,12.521,9.072,11.674,11.155,4.136,17.202,17.085,16.454
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,11,0.595504,251.028,482.097,2578.846,3404.206,39.218,113.664,192.972,39.946,45.252,14.931,13.422,1.358,45.676,27.196,22.699,-5.306,30.321,-5.729,12.751,17.247,12.065,37.122,26.319,23.737,23.508,27.345,24.807,10.803,2.583,13.614,9.778,12.315,11.555,3.708,18.399,18.295,17.698
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,12,0.596504,251.180,486.628,2571.790,3412.145,36.305,117.289,195.307,40.326,46.806,15.711,9.907,1.804,46.806,27.681,22.956,-6.480,31.095,-6.480,12.644,17.369,8.103,37.553,26.428,24.309,23.880,27.919,25.212,11.126,2.119,13.673,9.634,12.342,15.874,3.216,17.588,17.498,16.945
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,13,0.597504,251.331,491.159,2564.735,3420.084,33.392,120.914,197.642,40.567,48.137,16.319,15.796,2.122,48.137,27.878,22.996,-7.571,31.818,-7.571,12.689,17.570,13.674,37.844,26.167,24.710,24.398,28.198,25.396,11.677,1.457,13.447,9.647,12.448,14.184,2.706,15.379,15.305,14.802
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,14,0.598504,251.482,495.691,2557.680,3428.023,30.479,124.539,199.978,40.669,49.251,16.962,16.166,2.041,49.251,27.795,22.817,-8.582,32.289,-8.582,12.874,17.852,14.125,37.996,25.574,25.147,24.631,28.191,25.358,12.422,0.427,13.365,9.805,12.638,14.535,2.222,12.383,12.326,11.876
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,15,0.599504,251.633,500.222,2550.624,3435.962,27.566,128.164,202.313,40.708,50.169,17.749,16.433,2.971,50.169,27.463,22.407,-9.461,32.420,-9.461,13.245,18.301,13.462,38.083,24.819,25.729,24.590,27.927,25.089,13.264,-0.910,13.493,10.156,12.994,15.021,1.811,9.213,9.170,8.771
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,16,0.600504,251.785,504.753,2543.569,3443.901,24.653,131.790,204.649,40.704,50.908,18.825,14.940,4.354,50.908,27.192,21.779,-10.204,32.083,-10.204,13.512,18.925,10.586,38.125,24.304,26.601,24.273,27.720,24.597,13.821,-2.296,13.853,10.406,13.528,15.356,1.517,6.478,6.447,6.095
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,17,0.601504,251.936,509.284,2536.513,3451.840,21.740,135.415,206.984,40.627,51.476,19.788,15.409,4.786,51.476,26.674,20.932,-10.849,31.687,-10.849,13.953,19.695,10.623,38.093,24.587,27.359,23.662,27.258,23.884,13.507,-2.773,14.431,10.835,14.209,15.133,1.385,4.789,4.767,4.454
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,18,0.602504,252.087,513.061,2526.302,3450.718,24.046,148.765,225.188,40.509,51.870,20.771,14.797,3.910,51.870,25.890,20.361,-11.361,31.099,-11.361,14.620,20.148,10.887,38.014,26.690,28.169,24.858,27.130,24.056,11.323,-1.478,13.156,10.884,13.958,15.785,1.455,4.635,4.616,4.332
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,19,0.603504,252.238,516.815,2515.991,3449.312,26.514,162.419,243.888,40.422,52.105,21.791,13.755,3.358,52.105,24.800,19.607,-11.682,30.313,-11.682,15.623,20.816,10.397,37.964,28.494,29.017,25.868,26.642,24.004,9.469,-0.522,12.095,11.322,13.960,15.698,1.675,4.931,4.914,4.652
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,20,0.604504,252.390,520.569,2505.681,3447.907,28.982,176.073,262.588,40.379,52.194,22.911,13.825,3.047,52.194,24.484,18.677,-11.815,29.283,-11.815,15.895,21.702,10.778,37.956,29.950,29.964,26.657,26.867,23.726,8.006,-0.014,11.299,11.089,14.230,15.996,2.012,5.266,5.250,5.008
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,21,0.605504,252.541,524.322,2495.370,3446.502,31.450,189.727,281.288,40.357,52.151,23.858,13.923,2.582,52.151,24.641,17.617,-11.794,28.293,-11.794,15.716,22.740,11.341,37.969,31.098,30.741,27.251,27.513,23.273,6.871,0.358,10.718,10.456,14.696,15.797,2.450,5.630,5.615,5.391
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,22,0.606504,252.692,528.076,2485.060,3445.097,33.918,203.382,299.988,40.347,51.992,24.618,14.750,2.346,51.992,24.636,16.472,-11.645,27.374,-11.645,15.711,23.875,12.404,37.993,31.983,31.329,27.676,27.952,22.697,6.010,0.654,10.318,10.042,15.296,15.765,2.974,6.016,5.999,5.790
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,23,0.607504,252.635,531.830,2474.750,3443.692,36.387,217.036,318.688,40.361,51.746,25.308,15.985,2.400,51.746,24.934,15.870,-11.385,26.437,-11.385,15.427,24.491,13.586,38.045,32.752,31.832,27.967,28.655,22.631,5.294,0.919,10.078,9.390,15.414,15.774,3.570,6.415,6.393,6.199
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,24,0.608504,252.182,539.460,2466.177,3428.300,44.974,227.897,315.017,40.359,51.433,26.050,16.654,1.642,51.433,25.162,15.684,-11.074,25.383,-11.074,15.196,24.675,15.013,38.127,34.486,32.181,29.350,29.019,22.054,3.641,2.305,8.777,9.108,16.073,16.998,4.222,6.817,6.789,6.606
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,25,0.609504,251.729,548.600,2458.282,3407.460,55.944,237.672,302.633,40.291,51.060,26.611,17.629,1.421,51.060,25.226,16.359,-10.769,24.450,-10.769,15.065,23.933,16.208,38.154,35.986,32.282,30.701,29.110,21.974,2.167,3.704,7.453,9.044,16.179,18.952,4.916,7.213,7.176,7.004
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,26,0.610504,251.276,557.740,2450.386,3386.621,66.914,247.446,290.250,40.204,50.628,27.009,18.459,0.962,50.628,25.174,17.277,-10.424,23.619,-10.424,15.030,22.927,17.498,38.156,37.020,32.222,31.653,29.075,22.125,1.135,4.799,6.503,9.081,16.031,18.953,5.636,7.595,7.546,7.382
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,27,0.611504,250.823,566.880,2442.491,3365.781,77.885,257.220,277.867,40.165,50.143,27.315,19.076,1.901,50.143,25.064,17.939,-9.978,22.829,-9.978,15.101,22.225,17.175,38.201,37.729,32.069,32.316,28.970,22.005,0.473,5.660,5.885,9.231,16.196,18.377,6.368,7.954,7.888,7.733
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,28,0.612504,250.370,576.020,2434.595,3344.942,88.855,266.994,265.483,40.140,49.608,27.629,19.450,2.858,49.608,24.923,18.531,-9.468,21.978,-9.468,15.217,21.609,16.592,38.256,38.191,31.925,32.756,28.825,21.799,0.066,6.265,5.500,9.431,16.457,19.924,7.107,8.284,8.197,8.049
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,29,0.613504,249.917,585.160,2426.700,3324.103,99.825,276.769,253.100,40.044,49.026,27.753,20.818,2.851,49.026,24.730,18.975,-8.982,21.273,-8.982,15.314,21.069,17.967,38.236,38.460,31.592,33.017,28.620,21.427,-0.223,6.868,5.219,9.617,16.809,19.669,7.948,8.604,8.491,8.349
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,30,0.614504,249.464,598.521,2417.099,3312.813,106.357,281.114,253.313,39.921,48.398,27.740,19.232,1.618,48.398,24.458,19.252,-8.477,20.657,-8.477,15.463,20.669,17.614,38.205,38.687,30.929,32.706,28.032,21.321,-0.482,7.758,5.499,10.173,16.884,18.975,8.893,8.919,8.775,8.638
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,31,0.615504,249.011,616.647,2405.574,3312.305,107.879,279.328,267.748,39.846,47.725,27.640,19.649,-0.261,47.725,24.085,19.437,-7.879,20.085,-7.879,15.761,20.409,19.910,38.236,38.877,29.957,31.854,27.019,21.620,-0.641,8.920,6.382,11.217,16.617,18.435,9.909,9.229,9.050,8.915
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,32,0.616504,248.558,634.773,2394.048,3311.797,109.400,277.543,282.183,39.778,47.003,27.614,21.365,-1.481,43.428,24.051,19.534,-7.224,19.389,-3.649,15.727,20.245,22.845,38.264,38.897,29.051,27.381,26.357,21.818,-0.633,9.846,10.883,11.907,16.446,18.692,10.962,9.530,9.313,9.180
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,33,0.617504,248.105,652.899,2382.522,3311.290,110.922,275.758,296.618,39.635,46.252,30.368,22.649,-1.900,43.926,24.793,19.452,-6.617,15.884,-4.291,14.842,20.183,24.548,38.207,38.789,30.913,27.707,26.482,21.827,-0.582,7.876,10.500,11.726,16.380,19.383,12.016,9.821,9.564,9.430
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,34,0.618504,247.652,671.025,2370.997,3310.782,112.444,273.973,311.053,39.489,45.489,30.961,22.441,-1.586,44.451,25.389,19.110,-6.000,14.528,-4.961,14.101,20.379,24.027,38.141,38.585,30.600,28.061,26.471,21.569,-0.445,7.985,10.079,11.669,16.572,18.998,13.039,10.100,9.801,9.666
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,35,0.619504,247.199,689.151,2359.471,3310.274,113.965,272.188,325.488,39.405,44.732,31.489,22.584,-0.258,44.947,26.081,18.452,-5.327,13.243,-5.542,13.324,20.953,22.842,38.128,38.319,30.204,28.389,26.567,20.985,-0.191,8.115,9.739,11.562,17.143,19.425,13.995,10.364,10.024,9.886
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,36,0.620504,246.746,704.566,2347.091,3309.736,114.032,272.813,336.148,39.319,43.984,31.946,23.166,2.217,45.423,26.612,17.822,-4.665,12.038,-6.104,12.707,21.498,20.948,38.099,37.940,29.842,28.631,26.659,20.412,0.159,8.098,9.468,11.440,17.687,19.350,14.852,10.611,10.231,10.089
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,37,0.621504,246.293,710.351,2331.676,3309.094,108.931,281.994,333.400,39.179,43.284,32.493,24.077,1.452,45.836,26.998,18.184,-4.105,10.791,-6.657,12.181,20.995,22.626,37.979,37.364,30.016,28.554,27.127,20.783,0.615,7.348,9.425,10.851,17.196,19.982,15.573,10.840,10.421,10.274
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,38,0.622504,245.848,716.136,2316.261,3308.452,103.830,291.176,330.653,39.066,42.655,33.121,25.760,0.465,46.167,27.228,19.232,-3.589,9.534,-7.101,11.838,19.835,25.295,37.885,36.855,30.264,28.375,27.430,21.838,1.030,6.591,9.511,10.456,16.047,20.467,16.126,11.047,10.593,10.438
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,39,0.623504,245.418,721.922,2300.847,3307.810,98.730,300.357,327.905,38.993,42.250,33.722,26.363,0.019,46.433,27.294,20.056,-3.258,8.528,-7.440,11.699,18.937,26.344,37.831,36.568,30.480,28.110,27.559,22.669,1.263,6.087,9.721,10.272,15.162,21.732,16.490,11.231,10.743,10.577
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,40,0.624504,244.987,727.707,2285.432,3307.168,93.629,309.539,325.158,38.889,41.950,34.314,28.915,-0.200,46.645,27.244,20.632,-3.061,7.636,-7.757,11.645,18.257,29.115,37.746,36.382,30.681,27.768,27.563,23.250,1.364,5.701,9.978,10.182,14.496,21.666,16.697,11.393,10.873,10.691
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,41,0.625504,244.557,733.492,2270.017,3306.526,88.528,318.721,322.410,38.766,41.690,34.902,28.469,-0.174,46.777,27.109,20.948,-2.925,6.788,-8.012,11.656,17.818,28.642,37.641,36.234,30.870,27.319,27.475,23.570,1.407,5.364,10.322,10.166,14.071,21.971,16.788,11.537,10.984,10.786
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,42,0.626504,244.127,739.278,2254.602,3305.884,83.428,327.902,319.662,38.683,41.445,35.538,27.585,0.061,46.809,26.898,21.049,-2.763,5.907,-8.127,11.785,17.634,27.524,37.576,36.099,31.100,26.740,27.302,23.674,1.477,4.999,10.836,10.274,13.903,22.882,16.803,11.665,11.081,10.863
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,43,0.627504,243.696,743.680,2241.865,3302.861,88.607,317.063,303.821,38.614,41.182,36.148,27.477,0.850,46.744,27.346,20.980,-2.568,5.035,-8.130,11.269,17.635,26.627,37.524,35.942,31.397,27.117,27.294,23.200,1.583,4.544,10.407,10.230,14.324,22.272,16.780,11.781,11.166,10.929
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,44,0.628504,243.266,748.040,2229.211,3299.764,94.107,305.598,287.570,38.512,40.938,36.722,27.919,1.222,46.585,27.857,21.226,-2.426,4.215,-8.073,10.655,17.285,26.696,37.438,35.799,31.661,27.400,27.322,23.005,1.638,4.138,10.038,10.116,14.433,23.505,16.760,11.889,11.241,10.986
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,45,0.629504,242.836,752.400,2216.558,3296.666,99.607,294.133,271.320,38.406,40.742,37.266,28.278,1.002,46.541,28.273,21.529,-2.337,3.476,-8.135,10.132,16.876,27.275,37.347,35.703,31.893,27.768,27.243,22.839,1.644,3.810,9.579,10.104,14.508,22.350,16.784,11.991,11.310,11.039
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,46,0.630504,242.406,756.759,2203.905,3293.569,105.108,282.669,255.069,38.324,40.557,37.797,28.570,0.719,46.474,28.570,21.649,-2.233,2.760,-8.150,9.755,16.676,27.851,37.282,35.615,32.109,28.086,27.030,22.460,1.667,3.506,9.195,10.251,14.822,21.276,16.889,12.091,11.376,11.091
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,47,0.631504,241.975,761.119,2191.252,3290.471,110.608,271.204,238.818,38.249,40.356,38.307,29.128,-0.539,46.349,29.050,21.588,-2.107,2.050,-8.100,9.199,16.661,29.667,37.221,35.507,32.302,28.321,26.986,21.864,1.714,3.204,8.900,10.236,15.357,21.457,17.118,12.192,11.440,11.148
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,48,0.632504,241.545,765.479,2178.598,3287.374,116.109,259.739,222.568,38.140,40.169,38.796,29.765,-0.845,46.155,29.724,21.334,-2.029,1.373,-8.015,8.416,16.807,30.610,37.127,35.410,32.473,28.466,27.120,21.036,1.717,2.937,8.661,10.007,16.091,21.390,17.507,12.295,11.504,11.209
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,49,0.633504,241.115,776.385,2166.770,3278.285,123.411,250.753,221.397,38.033,40.032,39.269,30.403,-1.042,45.896,30.339,20.922,-1.999,0.763,-7.863,7.694,17.111,31.444,37.051,35.452,32.257,28.557,27.097,20.390,1.599,3.194,8.494,9.954,16.660,22.018,18.056,12.369,11.539,11.251
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,50,0.634504,240.684,789.841,2155.262,3266.863,131.416,242.732,226.099,37.952,39.897,39.719,30.888,-1.748,45.587,30.887,20.562,-1.944,0.178,-7.635,7.066,17.390,32.636,37.004,35.515,31.858,28.576,26.968,19.940,1.489,3.657,8.428,10.036,17.064,20.869,18.729,12.416,11.548,11.272
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,51,0.635504,240.254,803.297,2143.755,3255.440,139.421,234.711,230.800,37.886,39.750,40.151,31.580,-2.727,45.237,31.342,20.017,-1.863,-0.402,-7.350,6.544,17.870,34.308,36.971,35.553,31.426,28.521,26.740,19.305,1.418,4.127,8.449,10.231,17.666,20.910,19.494,12.447,11.540,11.281
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,52,0.636504,239.824,816.753,2132.248,3244.018,147.426,226.690,235.502,37.804,39.612,40.576,32.393,-3.813,44.845,31.691,19.860,-1.809,-0.964,-7.042,6.112,17.944,36.206,36.919,35.585,30.974,28.397,26.397,19.059,1.333,4.612,8.522,10.522,17.860,20.507,20.313,12.473,11.527,11.288
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,53,0.637504,239.481,830.210,2120.740,3232.596,155.430,218.670,240.204,37.732,39.518,41.010,33.371,-5.261,44.423,31.966,19.655,-1.786,-1.492,-6.691,5.766,18.076,38.633,36.875,35.646,30.545,28.215,25.971,18.766,1.229,5.101,8.660,10.904,18.109,20.633,21.152,12.507,11.520,11.300
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,54,0.638504,239.306,843.666,2109.233,3221.174,163.435,210.649,244.906,37.691,39.412,41.428,34.575,-5.498,43.996,32.180,19.756,-1.721,-2.016,-6.305,5.511,17.936,40.073,36.860,35.679,30.143,28.006,25.474,18.779,1.181,5.536,8.854,11.386,18.081,20.569,21.977,12.560,11.528,11.327
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,55,0.639504,239.130,855.224,2101.906,3219.440,166.345,204.119,257.708,37.670,39.305,41.822,34.139,-4.295,43.584,32.330,20.185,-1.635,-2.517,-5.914,5.340,17.486,38.435,36.860,35.679,29.773,27.566,25.036,19.481,1.181,5.906,9.294,11.824,17.378,20.038,22.752,12.643,11.564,11.377
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,56,0.640504,238.954,864.641,2099.299,3228.645,163.503,199.274,279.654,37.635,39.201,42.199,32.484,-3.626,43.193,32.405,20.341,-1.566,-2.998,-5.558,5.230,17.295,36.110,36.840,35.652,29.412,26.888,24.666,20.273,1.187,6.240,9.952,12.174,16.566,21.715,23.443,12.767,11.637,11.460
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,57,0.641504,238.779,874.057,2096.692,3237.850,160.661,194.428,301.600,37.597,39.126,42.588,32.424,-3.403,42.825,32.421,20.186,-1.529,-3.461,-5.228,5.176,17.411,35.827,36.816,35.652,29.043,26.230,24.232,20.702,1.165,6.609,10.587,12.584,16.115,21.930,24.014,12.946,11.759,11.583
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,58,0.642504,238.603,883.474,2094.085,3247.056,157.819,189.583,323.546,37.579,39.039,42.966,32.476,-4.479,42.966,32.403,19.660,-1.460,-3.927,-5.387,5.176,17.919,36.955,36.813,35.637,28.644,26.077,23.760,20.713,1.175,6.993,10.735,13.052,16.099,22.813,24.434,13.190,11.941,11.758
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,59,0.643504,238.427,892.890,2091.478,3256.261,154.977,184.737,345.492,37.576,38.966,43.307,32.390,-4.585,43.307,32.363,18.798,-1.390,-4.342,-5.731,5.212,18.777,36.975,36.823,35.633,28.198,26.123,23.262,20.349,1.190,7.436,10.700,13.560,16.474,22.876,24.718,13.522,12.205,12.002
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,60,0.644504,238.251,902.307,2088.871,3265.466,152.135,179.891,367.438,37.558,38.897,43.602,32.517,-3.603,43.602,32.303,17.613,-1.338,-4.705,-6.044,5.256,19.946,36.120,36.819,35.632,27.703,26.119,22.738,19.627,1.187,7.929,10.700,14.081,17.192,23.729,24.894,13.928,12.538,12.306
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,61,0.645504,238.076,910.080,2085.263,3272.394,149.315,176.217,380.001,37.515,38.850,43.874,32.594,-3.693,43.874,32.232,16.084,-1.335,-5.024,-6.359,5.283,21.430,36.287,36.786,35.639,27.303,26.111,22.289,18.347,1.147,8.336,10.675,14.497,18.439,22.868,24.987,14.388,12.920,12.654
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,62,0.646504,237.900,912.019,2078.103,3271.239,146.577,176.704,359.239,37.479,38.807,44.114,32.744,-2.828,44.114,32.184,16.156,-1.328,-5.307,-6.636,5.294,21.323,35.572,36.752,35.608,27.248,26.151,22.185,17.985,1.144,8.360,10.601,14.568,18.767,21.514,25.019,14.883,13.333,13.027
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,63,0.647504,237.724,913.957,2070.943,3270.083,143.838,177.191,338.477,37.449,38.785,44.306,32.647,-2.267,44.306,32.170,16.833,-1.336,-5.521,-6.857,5.278,20.616,34.914,36.725,35.598,27.141,26.139,22.113,18.199,1.127,8.457,10.585,14.612,18.526,22.101,25.014,15.390,13.757,13.410
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,64,0.648504,237.549,915.896,2063.783,3268.927,141.100,177.677,317.716,37.408,38.765,44.439,32.617,-1.945,44.439,32.183,17.277,-1.357,-5.674,-7.031,5.225,20.131,34.562,36.687,35.590,26.970,26.065,22.067,18.147,1.097,8.620,10.622,14.620,18.540,21.255,24.995,15.891,14.172,13.784
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,65,0.649504,237.373,917.835,2056.623,3267.771,138.361,178.164,296.954,37.326,38.750,44.531,33.113,-1.820,44.531,32.189,17.475,-1.424,-5.781,-7.204,5.137,19.852,34.933,36.607,35.587,26.755,25.946,22.015,17.811,1.020,8.833,10.662,14.593,18.796,21.619,24.985,16.364,14.558,14.133
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,66,0.650504,237.197,919.773,2049.463,3266.615,135.623,178.651,276.192,37.254,38.739,44.579,33.602,-1.917,44.579,32.178,17.421,-1.485,-5.839,-7.324,5.076,19.833,35.519,36.538,35.589,26.492,25.779,21.945,17.181,0.949,9.097,10.759,14.593,19.356,22.364,25.007,16.790,14.897,14.441
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,67,0.651504,237.022,921.712,2042.303,3265.459,132.885,179.137,255.430,37.196,38.736,44.580,33.780,-2.138,44.580,32.315,17.118,-1.540,-5.844,-7.384,4.881,20.078,35.918,36.482,35.598,26.180,25.561,22.022,16.252,0.884,9.418,10.920,14.460,20.229,22.379,25.085,17.147,15.169,14.689
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,68,0.652504,236.887,922.147,2037.025,3252.568,132.482,180.912,263.676,37.150,38.734,44.647,33.714,-1.810,44.647,32.712,16.562,-1.584,-5.913,-7.497,4.438,20.588,35.524,36.437,35.600,26.164,25.585,22.465,15.915,0.837,9.436,10.852,13.972,20.522,22.380,25.237,17.417,15.355,14.862
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,69,0.653504,236.832,922.536,2031.806,3239.310,132.152,182.728,272.827,37.078,38.725,44.858,33.768,-1.040,44.858,33.025,16.500,-1.647,-6.134,-7.780,4.053,20.578,34.807,36.365,35.592,26.313,25.758,22.826,16.088,0.773,9.279,10.607,13.538,20.276,21.797,25.421,17.596,15.449,14.953
25e-cab-w_Audio,25e,cab,w_Audio,a,0.585504,0.868719,70,0.654504,236.776,922.924,2026.587,3226.052,131.823,184.543,281.979,37.032,38.721,45.027,33.718,0.161,45.027,33.303,17.750,-1.690,-6.305,-7.995,3.729,19.281,33.557,36.319,35.590,26.419,25.888,23.152,17.564,0.729,9.171,10.431,13.166,18.755,22.032,25.622,17.704,15.470,14.978
