Filename,var1,var2,var3,Label,seg_Start,seg_End,t,t_ms,f0,F1,F2,F3,B1,B2,B3,H1u,H2u,H4u,H2Ku,H5Ku,A1u,A2u,A3u,H1H2u,H2H4u,H1A1u,H1A2u,H1A3u,H2KH5Ku,H1c,H2c,H4c,A1c,A2c,A3c,H1H2c,H2H4c,H1A1c,H1A2c,H1A3c,CPP,HNR05,HNR15,HNR25,HNR35
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,42,0.547469,212.320,740.650,2303.157,3203.538,86.143,169.817,143.839,35.152,38.775,42.873,27.278,7.833,45.456,32.040,28.491,-3.623,-4.099,-10.304,3.111,6.661,19.445,34.331,35.029,32.015,25.673,26.897,22.266,-0.698,3.014,8.658,7.434,12.065,21.387,11.739,6.777,5.652,4.985
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,43,0.548469,211.436,751.191,2294.566,3199.726,88.090,171.794,153.590,34.944,38.689,43.598,27.206,7.207,44.640,32.086,27.602,-3.745,-4.910,-9.696,2.858,7.342,19.999,34.151,35.092,31.549,24.888,26.738,21.775,-0.942,3.544,9.262,7.413,12.376,22.167,12.038,6.404,5.282,4.644
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,44,0.549469,210.553,761.731,2285.975,3195.915,90.038,173.771,163.341,34.724,38.610,44.264,28.682,6.866,44.572,32.343,26.363,-3.886,-5.654,-9.847,2.381,8.362,21.816,33.958,35.154,30.942,24.848,26.791,20.902,-1.196,4.212,9.110,7.167,13.056,17.490,12.361,6.011,4.895,4.289
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,45,0.550469,209.669,771.398,2276.627,3191.017,90.374,176.447,176.399,34.537,38.504,44.888,29.789,6.577,44.888,33.207,24.719,-3.967,-6.384,-10.351,1.330,9.818,23.211,33.794,35.170,30.261,25.047,27.506,19.782,-1.376,4.909,8.747,6.288,14.012,20.877,12.700,5.626,4.516,3.942
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,46,0.551469,208.786,778.144,2264.749,3182.484,85.322,181.458,200.514,34.378,38.354,45.466,30.594,6.344,45.466,33.818,25.660,-3.977,-7.112,-11.089,0.559,8.718,24.249,33.651,35.105,29.582,25.020,28.147,21.763,-1.454,5.523,8.631,5.504,11.889,22.280,13.049,5.275,4.169,3.626
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,47,0.552469,207.902,784.889,2252.871,3173.951,80.270,186.468,224.629,34.223,38.234,45.987,31.138,6.243,45.987,34.185,26.674,-4.011,-7.753,-11.764,0.038,7.549,24.896,33.513,35.067,28.714,24.904,28.537,23.691,-1.554,6.353,8.608,4.976,9.822,23.599,13.403,4.987,3.879,3.363
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,48,0.553469,207.018,791.635,2240.994,3165.419,75.218,191.479,248.744,34.025,38.138,46.421,31.526,5.399,46.421,34.925,27.359,-4.113,-8.283,-12.396,-0.900,6.665,26.126,33.330,35.051,27.609,24.667,29.293,25.190,-1.721,7.441,8.664,4.037,8.140,26.238,13.753,4.787,3.669,3.176
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,49,0.554469,206.135,798.380,2229.116,3156.886,70.167,196.490,272.859,33.870,38.016,46.764,31.882,4.767,46.764,35.634,27.696,-4.145,-8.748,-12.894,-1.763,6.174,27.116,33.191,35.005,26.264,24.298,30.012,26.259,-1.814,8.741,8.893,3.179,6.932,25.022,14.095,4.704,3.564,3.089
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,50,0.555469,205.251,805.126,2217.238,3148.354,65.115,201.501,296.974,33.739,37.849,47.008,32.300,4.106,47.035,36.127,27.734,-4.109,-9.159,-13.296,-2.387,6.005,28.194,33.075,34.913,24.739,23.812,30.509,26.962,-1.838,10.174,9.263,2.566,6.113,24.950,14.430,4.757,3.580,3.115
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,51,0.556469,204.368,811.872,2205.361,3139.821,60.063,206.512,321.089,33.628,37.684,47.466,32.794,3.395,47.466,36.412,28.300,-4.056,-9.782,-13.837,-2.784,5.328,29.399,32.978,34.820,23.590,23.432,30.793,28.136,-1.842,11.230,9.546,2.185,4.842,24.294,14.770,4.930,3.701,3.241
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,52,0.557469,203.690,814.629,2195.333,3137.756,60.719,219.096,311.686,33.573,37.568,47.800,33.382,2.722,47.800,36.513,28.654,-3.994,-10.233,-14.227,-2.940,4.919,30.660,32.931,34.743,23.810,23.810,31.296,28.305,-1.812,10.932,9.121,1.635,4.626,28.221,15.114,5.198,3.907,3.447
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,53,0.558469,203.386,817.306,2185.343,3135.822,61.490,231.833,301.607,33.575,37.426,48.020,34.041,2.222,48.020,36.443,28.701,-3.851,-10.595,-14.445,-2.868,4.874,31.819,32.938,34.627,24.149,24.090,31.606,28.142,-1.689,10.478,8.848,1.332,4.796,20.971,15.464,5.535,4.174,3.712
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,54,0.559469,203.081,819.982,2175.353,3133.887,62.261,244.569,291.528,33.599,37.252,48.150,34.703,1.463,48.150,36.205,28.427,-3.653,-10.898,-14.551,-2.605,5.172,33.240,32.967,34.479,24.521,24.278,31.720,27.648,-1.512,9.958,8.690,1.247,5.319,21.594,15.818,5.916,4.482,4.016
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,55,0.560469,202.777,822.659,2165.362,3131.952,63.033,257.306,281.449,33.585,37.094,48.204,35.279,0.369,48.204,35.800,29.000,-3.509,-11.109,-14.618,-2.215,4.586,34.910,32.958,34.346,24.919,24.388,31.644,27.990,-1.388,9.428,8.570,1.314,4.968,23.296,16.178,6.314,4.808,4.338
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,56,0.561469,202.472,825.336,2155.372,3130.018,63.804,270.043,271.370,33.555,36.945,48.185,38.102,-0.450,48.185,35.696,29.463,-3.390,-11.240,-14.630,-2.142,4.092,38.552,32.933,34.222,25.317,24.424,31.847,28.211,-1.289,8.905,8.508,1.085,4.721,22.081,16.543,6.704,5.132,4.657
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,57,0.562469,202.168,828.013,2145.382,3128.083,64.575,282.780,261.292,33.545,36.774,48.065,36.823,-1.503,48.065,35.954,29.657,-3.230,-11.291,-14.521,-2.410,3.887,38.326,32.928,34.076,25.664,24.359,32.392,28.152,-1.148,8.412,8.569,0.535,4.776,22.261,16.915,7.061,5.431,4.954
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,58,0.563469,201.864,833.193,2136.071,3119.424,69.709,291.612,258.109,33.564,36.580,47.826,36.057,-2.265,47.826,36.056,30.212,-3.016,-11.246,-14.262,-2.492,3.352,38.321,32.956,33.924,26.553,24.696,32.588,28.529,-0.968,7.371,8.260,0.368,4.427,22.775,17.292,7.358,5.685,5.207
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,59,0.564469,201.559,839.299,2127.011,3108.281,76.455,299.002,257.474,33.591,36.406,47.473,37.086,-2.845,47.473,35.988,30.809,-2.814,-11.067,-13.882,-2.397,2.783,39.931,32.992,33.797,27.428,25.043,32.542,28.980,-0.805,6.369,7.950,0.451,4.012,23.834,17.675,7.570,5.870,5.396
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,60,0.565469,201.255,845.405,2117.950,3097.138,83.201,306.391,256.838,33.591,36.263,47.022,37.824,-3.013,47.022,35.748,31.193,-2.671,-10.759,-13.431,-2.157,2.399,40.837,33.002,33.700,28.060,25.223,32.318,29.218,-0.699,5.640,7.779,0.683,3.783,24.413,18.110,7.710,6.002,5.537
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,61,0.566469,200.950,851.511,2108.890,3085.994,89.946,313.781,256.203,33.569,36.148,46.491,38.495,-3.061,46.491,36.246,31.366,-2.579,-10.343,-12.922,-2.677,2.203,41.556,32.989,33.631,28.490,25.266,32.828,29.247,-0.642,5.141,7.723,0.161,3.742,24.516,18.653,7.830,6.131,5.678
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,62,0.567469,200.646,857.616,2099.830,3074.851,96.692,321.171,255.568,33.552,36.011,45.860,39.279,-3.483,45.860,36.609,31.383,-2.459,-9.849,-12.308,-3.057,2.169,42.761,32.981,33.538,28.714,25.159,33.196,29.119,-0.558,4.824,7.821,-0.215,3.862,23.380,19.262,7.928,6.250,5.812
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,63,0.568469,200.341,863.722,2090.770,3063.707,103.438,328.561,254.933,33.568,35.895,45.127,40.186,-3.456,45.127,36.800,31.293,-2.326,-9.232,-11.558,-3.232,2.276,43.642,33.006,33.464,28.749,24.907,33.388,28.885,-0.459,4.716,8.099,-0.382,4.121,22.976,19.897,7.999,6.352,5.931
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,64,0.569469,200.037,870.275,2083.108,3053.422,107.754,332.361,253.351,33.591,35.834,44.914,38.529,-3.813,44.914,36.860,31.519,-2.243,-9.080,-11.323,-3.269,2.072,42.342,33.037,33.447,29.187,24.941,33.349,28.914,-0.410,4.260,8.096,-0.311,4.124,23.492,20.516,8.038,6.430,6.026
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,65,0.570469,199.733,877.312,2076.960,3044.065,109.441,332.276,250.746,33.600,35.812,44.764,37.307,-3.436,44.764,36.804,31.872,-2.212,-8.953,-11.165,-3.204,1.728,40.743,33.055,33.467,29.600,24.814,33.090,29.011,-0.412,3.867,8.241,-0.035,4.044,23.180,21.077,8.043,6.477,6.091
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,66,0.571469,199.428,884.349,2070.812,3034.709,111.127,332.190,248.141,33.587,35.816,44.553,36.876,-3.252,44.553,36.633,32.037,-2.229,-8.737,-10.966,-3.047,1.550,40.129,33.051,33.513,29.918,24.622,32.716,28.920,-0.462,3.595,8.428,0.335,4.131,24.145,21.540,8.009,6.485,6.116
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,67,0.572469,197.640,891.385,2064.664,3025.352,112.814,332.105,245.536,33.552,35.824,44.296,37.648,-3.352,44.296,36.506,32.071,-2.272,-8.473,-10.745,-2.954,1.480,41.000,33.032,33.598,30.546,24.383,32.386,28.697,-0.566,3.051,8.649,0.646,4.335,23.994,21.862,7.931,6.447,6.094
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,68,0.573469,193.159,898.422,2058.516,3015.996,114.500,332.019,242.931,33.551,34.500,44.008,36.674,-3.513,44.084,36.577,31.996,-0.949,-9.509,-10.533,-3.027,1.555,40.187,33.061,32.412,31.685,24.185,32.254,28.365,0.649,0.728,8.876,0.807,4.696,24.024,22.003,7.805,6.356,6.017
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,69,0.574469,188.678,905.459,2052.368,3006.639,116.187,331.934,240.325,33.564,34.303,37.289,36.748,-3.089,44.275,36.520,31.803,-0.739,-2.986,-10.711,-2.956,1.761,39.837,33.103,32.346,26.190,24.390,31.994,27.914,0.756,6.156,8.713,1.109,5.188,23.110,21.920,7.628,6.206,5.876
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,70,0.575469,184.197,911.225,2046.146,2998.062,117.249,331.374,237.628,33.558,34.089,36.460,37.554,-2.373,44.389,36.337,31.474,-0.532,-2.371,-10.831,-2.779,2.084,39.927,33.123,32.251,26.379,24.487,31.626,27.361,0.872,5.872,8.636,1.497,5.762,23.525,21.542,7.368,5.962,5.640
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,71,0.576469,179.716,912.741,2039.678,2992.092,116.225,329.226,234.625,33.505,33.866,25.981,38.775,-1.167,44.453,36.042,31.006,-0.361,7.885,-10.948,-2.537,2.498,39.941,33.092,32.126,16.670,24.439,31.204,26.781,0.966,15.456,8.653,1.888,6.311,21.123,20.846,6.992,5.598,5.280
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,72,0.577469,175.235,914.258,2033.210,2986.121,115.201,327.078,231.621,33.458,22.179,16.901,38.737,0.007,44.493,36.340,30.412,11.280,5.277,-11.035,-2.882,3.046,38.730,33.067,20.533,8.294,24.367,31.375,26.073,12.533,12.239,8.700,1.691,6.994,20.328,19.905,6.531,5.144,4.828
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,73,0.578469,170.754,915.774,2026.742,2980.150,114.177,324.930,228.617,33.454,21.420,21.204,37.632,-0.060,44.504,36.830,29.754,12.034,0.215,-11.050,-3.376,3.700,37.692,33.083,19.865,13.242,24.265,31.737,25.300,13.217,6.623,8.818,1.346,7.783,19.763,18.795,6.012,4.630,4.315
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,74,0.579469,166.272,917.291,2020.273,2974.179,113.153,322.782,225.613,26.912,21.321,28.156,37.057,-2.085,44.461,37.035,29.403,5.591,-6.835,-17.549,-10.123,-2.491,39.142,26.561,19.855,20.788,24.108,31.813,24.833,6.706,-0.933,2.453,-5.253,1.728,20.098,17.592,5.466,4.088,3.773
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,75,0.580469,161.791,918.807,2013.805,2968.208,112.129,320.634,222.609,27.037,18.016,28.472,37.483,-2.299,44.353,37.081,29.876,9.021,-10.456,-17.316,-10.044,-2.839,39.782,26.706,16.634,21.652,23.885,31.730,25.187,10.071,-5.017,2.820,-5.024,1.518,20.710,16.372,4.923,3.549,3.233
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,76,0.581469,157.310,920.324,2007.337,2962.238,111.104,318.487,219.605,27.313,18.530,33.664,37.974,-2.626,44.188,37.478,30.209,8.783,-15.134,-16.875,-10.164,-2.896,40.601,27.000,17.230,27.351,23.604,31.996,25.401,9.771,-10.121,3.396,-4.996,1.600,20.812,15.211,4.412,3.045,2.728
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,77,0.582469,152.829,921.571,1997.656,2958.979,108.688,339.298,222.245,27.584,18.811,32.623,38.723,-2.936,43.988,37.700,30.489,8.773,-13.812,-16.404,-10.116,-2.905,41.658,27.289,17.588,26.774,23.182,32.677,25.882,9.701,-9.186,4.108,-5.388,1.408,19.061,14.184,3.962,2.606,2.289
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,78,0.583469,148.348,922.812,1987.910,2955.774,106.244,360.572,224.998,27.782,18.784,35.946,38.938,-2.552,43.771,37.829,30.798,8.998,-17.162,-15.989,-10.047,-3.016,41.490,27.505,17.636,30.531,22.736,33.242,26.397,9.869,-12.895,4.768,-5.737,1.108,18.871,13.368,3.603,2.263,1.947
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,79,0.584469,143.867,924.053,1978.164,2952.570,103.800,381.845,227.752,27.890,18.296,34.050,39.644,-1.840,43.562,37.883,31.158,9.594,-15.754,-15.672,-9.993,-3.269,41.484,27.629,17.220,29.040,22.294,33.700,26.962,10.409,-11.820,5.335,-6.070,0.668,21.712,12.838,3.365,2.049,1.735
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,80,0.585469,139.386,925.295,1968.418,2949.366,101.355,403.119,230.506,27.948,17.915,34.253,39.263,-1.478,43.532,37.860,31.550,10.033,-16.339,-15.584,-9.912,-3.603,40.741,27.703,16.908,29.623,22.026,34.051,27.556,10.795,-12.715,5.677,-6.348,0.147,22.494,12.612,3.246,1.962,1.651
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,81,0.586469,134.905,926.536,1958.672,2946.161,98.911,424.393,233.259,11.679,17.515,27.542,38.440,-1.221,44.303,37.749,31.940,-5.836,-10.026,-32.624,-26.070,-20.261,39.662,11.450,16.576,23.268,22.556,34.290,28.147,-5.125,-6.692,-11.105,-22.839,-16.697,22.572,12.598,3.202,1.957,1.645
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,82,0.587469,130.424,927.777,1948.926,2942.957,96.467,445.667,236.013,11.867,18.762,27.238,37.847,-2.994,44.891,37.539,32.268,-6.895,-8.476,-33.023,-25.672,-20.401,40.841,11.654,17.887,23.299,22.896,34.407,28.676,-6.233,-5.412,-11.242,-22.753,-17.022,22.306,12.758,3.224,2.024,1.711
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,83,0.588469,125.943,929.800,1941.435,2937.598,95.711,448.009,232.644,11.221,20.431,23.542,37.288,-2.672,45.337,37.274,32.518,-9.210,-3.111,-34.116,-26.053,-21.297,39.960,11.023,19.619,19.922,23.228,34.090,28.813,-8.596,-0.304,-12.205,-23.067,-17.791,22.690,13.057,3.305,2.155,1.840
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,84,0.589469,121.461,932.112,1934.779,2931.444,95.580,443.355,227.014,9.511,21.446,23.905,37.055,-3.647,45.673,36.998,32.688,-11.934,-2.459,-36.162,-27.486,-23.177,40.701,9.327,20.694,20.587,23.500,33.627,28.753,-11.367,0.107,-14.172,-24.299,-19.425,20.323,13.457,3.439,2.341,2.026
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,85,0.590469,116.980,934.423,1928.122,2925.289,95.448,438.702,221.383,7.542,31.106,23.749,37.462,-3.527,45.910,36.734,32.789,-23.564,7.358,-38.368,-29.192,-25.247,40.988,7.372,30.412,20.713,23.671,33.175,28.618,-23.040,9.699,-16.299,-25.803,-21.246,21.855,13.921,3.617,2.574,2.260
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,86,0.591469,112.499,936.735,1921.465,2919.134,95.316,434.049,215.752,7.999,31.094,27.339,38.141,-3.230,46.046,36.492,32.838,-23.095,3.755,-38.046,-28.493,-24.839,41.371,7.843,30.456,24.568,23.741,32.743,28.426,-22.613,5.888,-15.899,-24.901,-20.583,22.486,14.413,3.834,2.844,2.535
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,87,0.592469,108.018,939.046,1914.808,2912.979,95.185,429.395,210.122,11.369,31.041,27.206,37.946,-2.883,46.072,36.247,32.838,-19.672,3.835,-34.703,-24.878,-21.470,40.829,11.224,30.455,24.682,23.701,32.307,28.178,-19.230,5.772,-12.476,-21.082,-16.954,23.113,14.895,4.081,3.143,2.845
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,88,0.593469,103.537,941.358,1908.151,2906.825,95.053,424.742,204.491,12.124,33.105,33.475,37.218,-2.793,46.024,35.955,32.746,-20.981,-0.370,-33.900,-23.831,-20.622,40.011,11.992,32.569,31.183,23.587,31.821,27.832,-20.577,1.386,-11.595,-19.829,-15.840,19.882,15.330,4.351,3.462,3.180
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,89,0.594469,99.056,942.941,1898.629,2903.647,96.467,421.633,201.005,10.594,33.148,34.476,36.444,-2.696,45.945,35.596,32.518,-22.554,-1.328,-35.351,-25.002,-21.924,39.140,10.473,32.658,32.397,23.585,31.298,27.532,-22.185,0.261,-13.111,-20.825,-17.059,19.046,15.683,4.638,3.794,3.534
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,90,0.595469,94.575,943.735,1886.005,2903.691,99.554,420.197,199.841,6.341,33.213,34.509,37.166,-2.726,45.867,35.384,32.134,-26.873,-1.296,-39.526,-29.043,-25.793,39.891,6.231,32.767,32.628,23.731,30.950,27.275,-26.537,0.140,-17.501,-24.720,-21.045,20.364,15.979,4.983,4.184,3.961
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,91,0.596469,90.094,944.529,1873.382,2903.735,102.641,418.760,198.676,5.319,33.223,34.508,37.257,-2.653,45.811,35.078,31.636,-27.903,-1.285,-40.492,-29.759,-26.316,39.911,5.219,32.818,32.812,23.892,30.508,26.904,-27.599,0.007,-18.672,-25.289,-21.685,21.701,16.304,5.448,4.704,4.534
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,92,0.597469,85.613,945.323,1860.759,2903.780,105.728,417.323,197.511,8.208,33.208,28.902,38.879,-2.607,45.759,35.706,31.413,-25.000,4.307,-37.551,-27.498,-23.206,41.486,8.118,32.843,27.379,24.047,30.997,26.809,-24.726,5.465,-15.929,-22.880,-18.691,21.984,16.648,5.999,5.315,5.210
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,93,0.598469,81.132,946.117,1848.135,2903.824,108.814,415.887,196.347,21.701,28.363,28.567,38.285,-2.284,45.698,36.139,31.140,-6.662,-0.203,-23.997,-14.438,-9.439,40.569,21.620,28.036,27.206,24.184,31.290,26.661,-6.416,0.829,-2.564,-9.670,-5.041,22.551,16.995,6.598,5.975,5.942
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,94,0.599469,76.651,946.910,1835.512,2903.868,111.901,414.450,195.182,21.640,28.287,15.408,36.677,-1.539,45.618,36.320,30.836,-6.647,12.879,-23.977,-14.680,-9.196,38.215,21.568,27.995,14.200,24.294,31.329,26.483,-6.427,13.796,-2.726,-9.761,-4.915,22.524,17.332,7.211,6.646,6.686
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,95,0.600469,72.169,948.083,1826.917,2904.190,114.054,412.797,194.759,21.469,28.141,3.969,36.450,-1.023,45.510,36.217,30.507,-6.672,24.171,-24.041,-14.748,-9.038,37.472,21.405,27.882,2.904,24.305,31.098,26.245,-6.478,24.978,-2.901,-9.693,-4.840,23.398,17.646,7.801,7.285,7.396
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,96,0.601469,67.688,950.521,1831.793,2905.440,113.083,410.420,196.814,21.516,28.029,21.535,37.850,-0.382,45.373,35.796,30.166,-6.513,6.493,-23.857,-14.280,-8.650,38.232,21.459,27.803,20.608,24.069,30.604,25.883,-6.343,7.195,-2.610,-9.144,-4.424,23.065,17.924,8.332,7.852,8.026
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,97,0.602469,64.779,952.960,1836.668,2906.690,112.112,408.044,198.869,21.741,10.264,22.716,36.753,0.117,45.193,35.934,29.807,11.477,-12.451,-23.452,-14.193,-8.066,36.635,21.690,10.058,21.873,23.790,30.669,25.504,11.631,-11.814,-2.100,-8.979,-3.814,21.985,18.151,8.767,8.308,8.530
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,98,0.603469,64.721,955.398,1841.544,2907.939,111.141,405.668,200.925,21.813,10.220,23.412,36.205,1.962,44.982,36.485,29.449,11.593,-13.192,-23.170,-14.673,-7.636,34.243,21.762,10.015,22.574,23.479,31.146,25.124,11.747,-12.559,-1.717,-9.384,-3.363,19.752,18.313,9.072,8.611,8.863
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,99,0.604469,64.664,957.837,1846.420,2909.189,110.169,403.291,202.980,21.580,9.033,23.659,36.482,2.614,45.147,36.654,29.134,12.547,-14.626,-23.567,-15.073,-7.553,33.868,21.530,8.830,22.827,23.543,31.240,24.787,12.700,-13.997,-2.013,-9.710,-3.257,17.555,18.398,9.209,8.722,8.978
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,100,0.605469,64.607,960.275,1851.295,2910.439,109.198,400.915,205.036,21.157,6.606,23.557,36.844,0.172,45.524,36.677,28.895,14.550,-16.950,-24.368,-15.520,-7.738,36.672,21.106,6.405,22.731,23.819,31.189,24.525,14.702,-16.326,-2.713,-10.082,-3.418,18.806,18.368,9.134,8.587,8.820
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,101,0.606469,64.550,962.714,1856.171,2911.689,108.227,398.538,207.091,20.887,6.056,23.264,36.830,-1.586,45.612,36.780,28.771,14.831,-17.207,-24.725,-15.893,-7.884,38.415,20.837,5.856,22.443,23.806,31.217,24.377,14.981,-16.587,-2.968,-10.380,-3.539,17.785,18.198,8.846,8.203,8.383
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,102,0.607469,64.492,963.992,1850.986,2903.986,108.943,397.979,206.222,20.872,8.398,22.946,37.691,-0.128,45.437,36.762,28.748,12.474,-14.548,-24.565,-15.890,-7.876,37.819,20.822,8.198,22.128,23.651,31.118,24.283,12.625,-13.930,-2.829,-10.296,-3.461,18.745,17.925,8.394,7.628,7.734
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,103,0.608469,64.435,965.247,1845.598,2896.103,109.693,397.457,205.294,20.904,10.102,22.491,37.821,-0.109,45.027,36.888,29.552,10.802,-12.390,-24.123,-15.984,-8.649,37.930,20.854,9.902,21.676,23.263,31.161,25.016,10.952,-11.773,-2.409,-10.307,-4.162,18.848,17.587,7.831,6.921,6.936
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,104,0.609469,64.378,966.502,1840.211,2888.220,110.443,396.935,204.366,20.765,10.732,21.644,37.585,-1.837,44.726,37.437,30.178,10.033,-10.913,-23.962,-16.672,-9.413,39.422,20.715,10.533,20.831,22.984,31.628,25.569,10.183,-10.298,-2.269,-10.912,-4.854,18.547,17.220,7.205,6.141,6.055
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,105,0.610469,64.320,967.758,1834.823,2880.337,111.193,396.412,203.438,20.567,11.207,20.192,37.686,-2.619,44.674,37.683,30.642,9.360,-8.985,-24.108,-17.117,-10.075,40.305,20.517,11.008,19.381,22.953,31.791,25.961,9.509,-8.372,-2.436,-11.274,-5.444,18.715,16.861,6.568,5.345,5.157
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,106,0.611469,64.263,969.013,1829.435,2872.454,111.943,395.890,202.510,20.690,12.427,18.126,37.788,-2.199,44.513,37.663,30.945,8.263,-5.699,-23.823,-16.973,-10.255,39.987,20.641,12.230,17.317,22.812,31.687,26.191,8.411,-5.088,-2.171,-11.046,-5.550,20.996,16.549,5.970,4.592,4.305
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,107,0.612469,64.206,970.268,1824.048,2864.571,112.693,395.368,201.582,21.200,13.663,16.489,37.634,-1.583,44.236,37.406,31.088,7.537,-2.826,-23.035,-16.206,-9.888,39.217,21.151,13.466,15.682,22.554,31.346,26.261,7.685,-2.216,-1.403,-10.195,-5.110,22.228,16.321,5.462,3.942,3.565
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,108,0.613469,64.148,969.835,1811.587,2865.100,115.845,394.502,202.729,21.657,14.358,15.741,38.388,-1.283,43.874,37.333,31.107,7.299,-1.383,-22.217,-15.676,-9.450,39.671,21.608,14.160,14.933,22.395,31.168,26.538,7.448,-0.773,-0.788,-9.560,-4.930,23.367,16.213,5.094,3.452,3.003
25e-cav-w_Audio,25e,cav,w_Audio,a,0.506469,0.753538,109,0.614469,64.091,968.779,1796.513,2868.736,119.884,393.508,204.642,21.819,14.246,15.280,39.070,-1.143,43.955,37.623,31.072,7.573,-1.035,-22.136,-15.804,-9.253,40.213,21.769,14.048,14.471,22.736,31.343,26.880,7.722,-0.423,-0.966,-9.573,-5.110,23.728,16.263,4.917,3.182,2.682
